,Numero_finess,stjr,Points_ISA,Personnel médical,Internes,Personnels de direction et administratifs,Personnels techniques et ouvriers,Autre sans internes,Autre sans direction et administratif,Autre sans techniques et ouvriers
0,010007300,2,3785.96,7.5,0.0,2.25,,,,
1,010008407,1,165054.79833333334,32.82,0.0,21.19666666666667,26.44,57.69,36.49333333333333,31.25
2,010009132,1,5715.17,1.865,0.0,4.175,13.465,19.835,15.66,6.37
3,010780054,1,787929.0683333338,152.62999999999997,195.09,118.605,112.63,343.825,420.31,426.28499999999997
4,010780062,1,188174.94999999995,29.550000000000004,6.449999999999999,58.45,57.57,150.79,98.79,99.67
5,010780096,1,90756.54333333332,12.144999999999998,3.48,9.685,5.96,20.77,14.565000000000001,18.29
6,010780195,2,179271.0266666667,50.0,0.0,32.37,8.3,48.58,16.21,40.28
7,010780203,2,122463.4516666667,25.189999999999998,0.0,35.36,6.12,,,
8,020000022,1,29670.455,5.890000000000001,1.08,19.79,21.09,48.05,29.339999999999996,28.04
9,020000048,1,20978.50333333333,7.8,0.0,13.0,17.22,35.22,22.22,18.0
10,020000055,1,9384.483333333334,5.430000000000001,0.0,11.27,17.79,,,
11,020000063,1,867100.5833333336,173.87333333333333,188.0,122.215,142.95000000000002,380.49,446.27500000000003,425.54
12,020000071,1,21866.56333333333,3.09,0.0,9.74,17.08,28.86,19.119999999999997,11.780000000000001
13,020000253,1,321834.7500000001,89.89666666666666,52.565,42.849999999999994,53.79,137.625,147.34,136.39999999999998
14,020000261,1,533474.6433333334,123.01999999999998,60.0,75.86,76.88000000000001,214.73000000000002,198.87,197.85
15,020000287,1,214131.4633333333,46.46000000000001,29.28,88.96,81.55,197.68,138.0,145.41
16,020000360,2,37075.52000000001,17.5,0.0,15.91,2.0,,,
17,020004404,1,373304.29000000015,80.71,27.81,81.79,82.44,208.5,154.52,153.87
18,020004495,1,80819.44833333332,20.36,1.9,39.45,31.77,84.42,46.87,54.550000000000004
19,020010047,2,131261.38166666665,34.8,0.0,28.7,6.0,41.1,12.4,35.1
20,030002158,1,3026.32,8.365,0.0,13.585,19.34,39.125,25.54,19.785
21,030780092,1,554335.0883333331,127.88,149.18999999999997,207.74,226.11,534.95,476.4,458.03
22,030780100,1,660669.3733333332,105.87999999999998,91.5,67.37,102.78,211.92000000000002,236.05,200.64000000000001
23,030780118,1,695522.1483333335,143.23,153.78,183.42,206.63,493.04999999999995,463.40999999999997,440.19999999999993
24,030780548,2,59243.47499999999,33.99,0.0,21.44,3.41,33.07,11.629999999999999,29.66
25,030781116,2,151690.11166666666,34.2,3.0,39.31,10.5,60.61,24.3,53.11
26,030785430,2,71391.25666666668,20.33,0.0,18.8,3.0,26.5,7.7,23.5
27,040780215,1,387374.07833333313,58.739999999999995,30.39,73.14,48.65,141.81,99.06,123.55000000000001
28,040780470,2,35399.8,12.3,0.0,11.4,1.5,,,
29,040788879,1,220842.3583333333,80.53,16.35,106.79,114.84,267.87,177.43,169.38
30,050000090,2,74587.72500000002,26.0,0.0,19.2,2.9,,,
31,050000116,1,146930.19333333333,83.91,14.73,64.11,57.84,159.78,110.4,116.67
32,050000124,1,13249.633333333331,10.729999999999999,11.16,29.17,43.91,81.1,63.08999999999999,48.349999999999994
33,050002948,1,621213.7833333332,100.75,31.905000000000005,91.34,87.425,232.35500000000002,172.92,176.835
34,060000528,3,356892.0300000001,91.13000000000001,92.01,145.96,39.34,354.97,301.02,407.64
35,060021417,2,109695.82,50.3,0.0,34.61,5.13,,,
36,060780442,2,22842.380000000005,32.0,0.0,17.0,7.0,28.0,11.0,21.0
37,060780491,3,372410.4350000002,65.17,0.0,36.71,5.25,48.75,12.04,43.5
38,060780517,2,216594.8316666665,81.51,3.0,72.62,21.01,113.89000000000001,44.27,95.88000000000001
39,060780590,2,60781.04999999999,17.5,0.0,13.2,,,,
40,060780715,2,342051.1716666666,127.0,0.0,83.41,18.11,124.1,40.69,105.99
41,060780723,2,98762.325,42.0,0.0,36.08,13.0,54.61,18.53,41.61
42,060780756,2,76790.81999999998,34.86,0.0,24.6,3.68,,,
43,060780897,1,466728.07833333325,92.505,68.25,64.25,73.46,174.85000000000002,178.85,169.64000000000001
44,060780947,3,174552.53999999995,72.9,108.12,112.36,19.21,155.46,151.22,244.37
45,060780954,1,622926.1033333334,179.93,83.25,177.7,85.37,377.15,282.7,375.03
46,060780988,1,762269.4983333333,156.09,141.57,98.33,106.43,257.65,300.89,292.78999999999996
47,060781200,2,97664.88999999998,55.4,0.0,20.66,11.9,36.79,16.130000000000003,24.89
48,060785011,1,2515839.603333333,207.49583333333334,167.24733333333333,149.85,161.56,422.21250000000003,439.6098333333333,427.8998333333334
49,060785219,2,96311.39666666668,63.24,0.0,32.69,10.05,48.53999999999999,15.850000000000001,38.489999999999995
50,060791761,1,176642.88833333334,47.7,36.96,64.35,67.9,155.85,128.46,124.91
51,060791811,3,146432.63333333333,27.970000000000002,18.990000000000002,45.63,40.89,97.6,70.96000000000001,75.7
52,060794013,3,238173.25999999992,44.67,12.0,32.94,4.36,44.57,23.63,52.21
53,060800166,2,153268.27000000005,56.64,0.0,35.71,12.02,53.93000000000001,18.22,41.910000000000004
54,070000096,3,1562.32,,0.0,5.75,13.5,20.85,15.1,7.35
55,070002878,1,103469.86333333331,38.00333333333333,6.6899999999999995,19.653333333333332,20.655,49.685,36.721666666666664,35.72
56,070005558,1,5098.133333333334,0.9199999999999999,0.0,2.81,4.8,8.06,5.25,3.2600000000000002
57,070005566,1,385701.62333333335,64.89166666666665,47.61333333333333,62.825,74.5,189.865,174.6533333333333,162.97833333333335
58,070007927,1,4943.68,3.37,0.0,2.835,2.795,6.9399999999999995,4.105,4.145
59,070780168,2,36904.475000000006,13.28,0.0,17.03,3.43,,,
60,070780358,1,414665.61833333335,81.21,106.52,120.12,103.86,281.43,267.83,284.09
61,070780366,1,851.0,3.16,0.0,6.61,5.21,,,
62,070780374,1,25562.17333333333,3.9399999999999995,1.47,10.64,8.63,23.37,14.200000000000001,16.21
63,070780424,2,230023.9799999999,52.650000000000006,0.0,48.86,13.25,73.71000000000001,24.85,60.46
64,080000037,1,170770.91500000004,41.4,21.0,65.1,57.17,142.5,98.4,106.33
65,080000615,1,793374.3683333336,126.16,132.44,107.97,122.715,355.725,380.195,365.45
66,080001969,1,147786.81333333332,24.435000000000002,23.94,21.97,27.35,57.5,59.47,54.09
67,080010465,3,4938.37,1.5,0.0,,,,,
68,080010473,3,118109.73333333332,12.0,0.0,26.5,,,,
69,090781774,1,485189.1033333332,80.755,45.879999999999995,85.42999999999999,73.46000000000001,202.705,163.155,175.125
70,090781816,1,101732.37333333334,46.0,17.97,88.97,114.53,250.56,179.56,154.0
71,100000017,1,956965.8483333334,193.30249999999998,68.54666666666667,70.5775,105.63000000000001,334.1425,332.1116666666667,297.05916666666667
72,100000082,2,21878.4,11.67,0.0,6.83,2.0,,,
73,100000124,2,106031.55999999998,28.0,0.0,19.84,2.12,,,
74,100006279,1,130392.0183333333,15.617499999999996,16.47,11.42,28.023333333333337,49.47833333333334,54.528333333333336,37.925
75,100010818,3,147739.74500000002,38.91,0.0,41.12,5.0,,,
76,110780061,1,831769.3783333335,169.625,122.50999999999999,114.985,114.585,341.05,348.575,348.975
77,110780087,1,46879.56833333333,16.16,0.0,31.43,32.2,75.83,44.400000000000006,43.629999999999995
78,110780137,1,583698.0483333332,106.21666666666667,47.96666666666667,33.3375,46.325,116.86749999999999,131.49666666666667,118.50916666666666
79,110780228,2,162040.97166666665,38.36,0.0,48.76,10.26,69.82,21.060000000000002,59.559999999999995
80,110780483,2,89705.70666666667,40.42,0.0,27.55,4.89,35.96,8.41,31.07
81,110780707,1,19792.073333333334,9.0,0.0,9.86,14.9,27.91,18.05,13.01
82,120004528,1,162136.4983333334,62.459999999999994,13.440000000000001,36.805,35.050000000000004,96.39500000000001,73.03,74.785
83,120004619,1,58288.13333333334,23.48,0.0,32.79,37.06,86.98,54.19,49.92
84,120780044,1,743051.1983333334,131.75666666666666,82.35,62.32,76.375,199.08166666666665,219.11166666666665,205.05666666666667
85,120780069,1,210676.3883333333,44.083333333333336,9.383333333333333,84.18,44.87,165.01333333333335,90.21666666666667,129.52666666666667
86,120780085,1,45665.7,25.33,1.9500000000000002,30.3,37.8,100.0,71.64999999999999,64.14999999999999
87,130001647,3,854787.985,190.44,244.57,254.32,93.47,638.36,628.6099999999999,789.46
88,130001928,1,43778.19333333334,25.900000000000002,17.0,60.39,67.1,142.49,99.1,92.39
89,130002694,2,5068.25,7.01,0.0,4.09,,,,
90,130008253,2,48779.12,18.0,0.0,16.92,,,,
91,130037922,2,70978.93,39.13,0.0,17.47,4.51,,,
92,130041767,2,33279.91,33.56,0.0,5.0,,,,
93,130041916,1,1065176.4533333348,146.97666666666666,101.89500000000001,90.29333333333334,77.71000000000001,253.91166666666666,265.5133333333333,278.0966666666667
94,130042096,3,45003.39999999999,8.75,0.0,3.0,,,,8.52
95,130043664,3,845562.6983333332,167.64999999999998,9.0,169.88,18.29,216.81,55.93,207.52
96,130044753,2,42069.37,34.0,0.0,10.91,1.04,,,
97,130045263,3,5098.133333333334,,0.0,2.49,2.95,7.44,4.95,4.49
98,130781255,3,19287.983333333337,7.17,0.0,,2.81,,6.24,
99,130781289,2,24337.201666666675,1.25,0.0,2.11,0.42,,,
100,130781370,2,51419.67,14.55,0.0,15.18,3.0,,,
101,130781446,1,276774.7499999998,89.87,68.25,107.91,63.0,225.45,185.79,230.7
102,130781479,2,212414.925,93.09,9.0,58.18,13.0,,,
103,130781867,2,38035.09000000001,41.61,0.0,11.69,,,,
104,130782071,2,66720.34499999999,32.2,0.0,35.72,6.82,,,
105,130782147,2,153846.20499999996,62.5,0.0,35.64,3.62,,,
106,130782162,2,45612.50500000002,31.3,0.0,24.74,2.0,,,
107,130782634,1,447604.2333333333,91.75,72.12,131.12,65.72,252.69,193.69,259.09000000000003
108,130782675,2,35640.125,18.9,0.0,14.26,1.09,,,
109,130783152,3,5850.013333333334,6.16,0.0,13.9,2.5,17.6,3.7,15.1
110,130783327,2,99334.57,64.0,0.0,57.93,14.58,,,
111,130783665,3,69716.14999999998,56.99,0.0,25.7,12.0,48.1,22.4,36.1
112,130783723,2,80009.50000000003,59.01,0.0,30.9,2.96,,,
113,130784051,2,356586.3616666667,87.71000000000001,0.0,45.18,23.84,86.0,40.82,62.16
114,130784226,3,3828.4,2.34,0.33,5.16,0.33,6.48,1.6500000000000001,6.48
115,130784713,2,280376.4716666667,111.53999999999999,0.0,91.27,56.89,173.05,81.78,116.16
116,130784903,2,18620.68,19.64,0.0,16.63,4.36,22.919999999999998,6.29,18.56
117,130785389,2,45563.33000000001,50.5,3.0,23.5,3.0,31.67,11.17,31.67
118,130785512,1,183194.445,39.3,4.47,56.03,68.12,157.0,105.44,93.35
119,130785652,3,1618810.833333335,232.2,54.0,314.18,125.86,578.37,318.19,506.51
120,130785678,2,82729.82666666666,55.86,0.0,38.93,15.22,,,
121,130786049,1,5220789.224999996,283.0821666666667,552.9155,251.51400000000004,212.0257142857143,690.7017142857144,992.1032142857142,1031.5915
122,130786361,2,287538.5516666665,76.26,0.0,56.3,22.72,,,
123,130786445,3,61689.36499999999,22.2,0.0,16.4,3.0,,,
124,130786742,1,293970.1333333333,93.97,122.39999999999999,120.65,41.7,,,
125,130789159,2,11047.88,13.600000000000001,3.0,9.8,10.8,23.200000000000003,16.4,15.4
126,130789274,1,335821.4583333334,88.07,42.03,132.68,149.85,366.42,275.77,258.6
127,130789316,1,506905.9249999998,143.5,72.26,95.09,68.74499999999999,248.505,225.675,252.01999999999998
128,130810740,2,164354.04,76.95,0.0,55.99,10.0,71.64,15.65,61.64
129,130811102,3,5098.133333333334,,1.5,7.4,4.13,,,
130,140000035,1,516592.1733333333,103.26,134.54999999999998,117.47,136.05,320.66,337.74,319.15999999999997
131,140000092,1,265411.50333333336,85.0125,29.368333333333332,24.613999999999997,44.894999999999996,96.404,101.15833333333333,80.87733333333333
132,140000100,1,2751392.648333335,395.19000000000005,501.2066666666667,209.82666666666668,284.74,615.1,906.48,831.5666666666667
133,140000118,1,173928.51833333328,42.489999999999995,26.19,35.155,33.379999999999995,97.57499999999999,88.61,90.38499999999999
134,140000290,2,65584.45500000002,16.0,0.0,9.05,4.59,,,
135,140000340,3,5098.133333333334,6.430000000000001,3.0,7.91,9.24,20.950000000000003,16.04,14.71
136,140000555,3,254996.92000000004,103.17,118.19999999999999,159.08,60.55,407.12000000000006,366.24,464.77000000000004
137,140002452,3,96375.765,24.680000000000003,12.48,58.37,20.21,88.02000000000001,42.129999999999995,80.29
138,140016759,2,218629.7266666665,63.5,0.0,38.79,21.57,70.0,31.21,48.43
139,140017237,2,459543.4000000001,60.1,0.0,62.22,19.83,,,
140,140018730,2,61347.56499999999,16.11,0.0,10.3,2.0,,,
141,140026279,1,113176.51499999996,24.495,18.06,22.925,30.37,60.78,55.915000000000006,48.47
142,140026709,2,35558.72,20.95,0.0,12.7,1.4,18.4,5.699999999999999,17.0
143,150780088,1,123856.81333333332,31.529999999999998,12.86,25.85,20.99,63.709999999999994,50.72,55.58
144,150780096,1,450258.7383333334,101.74,93.64499999999998,82.31,196.46,328.73,340.065,225.915
145,150780120,2,3066.31,4.03,0.0,6.0,6.0,13.25,7.25,7.25
146,150780468,1,31358.669999999995,15.365,6.0,7.965,14.3,28.405,26.44,20.105
147,150780500,1,5098.133333333334,2.6,0.0,13.79,33.35,50.83,37.04,17.479999999999997
148,150780732,2,84477.46166666668,27.2,0.0,52.17,5.8,71.77,19.6,65.97
149,160000121,1,6955.823333333335,4.04,0.0,13.92,43.14,63.980000000000004,50.06,20.84
150,160000170,2,81599.95999999999,28.330000000000002,0.0,19.46,3.49,,,
151,160000279,2,55522.02500000001,10.93,0.0,14.49,6.53,,,
152,160000451,1,804827.1383333335,159.78,182.19,229.71,226.82,580.75,533.23,536.12
153,160000485,1,52207.513333333336,20.0,6.6899999999999995,30.28,25.0,68.71000000000001,45.12,50.4
154,160000493,1,47330.33999999998,9.370000000000001,0.0,34.01,16.08,60.669999999999995,26.659999999999997,44.589999999999996
155,160000519,1,5098.133333333334,2.71,0.0,4.36,4.8,11.95,7.59,7.15
156,160006037,1,59443.82333333332,26.740000000000002,0.0,51.53,52.85,128.53,77.0,75.68
157,160013207,2,138664.86166666666,35.95,0.0,40.37,8.0,72.07,31.700000000000003,64.07
158,160014411,1,188159.33333333337,41.925,17.07,29.44,25.145,65.71,53.339999999999996,57.635
159,170024194,1,1324184.3783333334,242.54500000000002,143.5,82.364,66.624,191.116,252.252,267.992
160,170780050,1,147461.94999999998,52.809999999999995,12.68,43.185,33.635000000000005,112.465,81.96000000000001,91.50999999999999
161,170780167,1,95823.915,29.650000000000002,2.94,51.28,43.25,122.5,74.16,82.19
162,170780175,1,636326.1283333334,144.63,73.04333333333335,67.05999999999999,103.18333333333334,218.5233333333333,224.5066666666667,188.38333333333333
163,170780191,1,223583.2183333333,35.60000000000001,37.92,38.515,33.785,89.77499999999999,89.18,93.91
164,170780225,1,517151.5233333331,87.93,52.62,121.18,33.855,218.025,149.465,236.79000000000002
165,170780266,1,502.17,3.93,0.0,15.46,27.31,46.61,31.15,19.3
166,170780563,2,133092.15,25.5,0.0,25.0,4.0,,,
167,170780613,2,118056.74500000002,28.66,0.0,27.59,4.11,34.21,6.62,30.1
168,170780621,2,49809.39000000001,20.53,0.0,20.5,16.21,42.81,22.310000000000002,26.599999999999998
169,170780647,2,39353.96,18.4,0.0,13.03,2.0,,,
170,170780662,2,67152.32500000004,41.60000000000001,0.0,26.05,5.59,32.68000000000001,6.63,27.090000000000003
171,180000028,1,719409.3233333328,146.71,81.53999999999999,88.305,87.61,228.13,221.36499999999998,222.06
172,180000051,1,236084.2133333333,39.345000000000006,6.42,30.905,31.78,79.665,55.18000000000001,54.30500000000001
173,180000069,1,128607.4433333333,22.42,8.49,23.825,41.099999999999994,79.645,64.30999999999999,47.035000000000004
174,180000358,2,32990.44,11.6,0.0,12.41,2.13,,,
175,180004145,2,152864.0766666667,42.3,0.0,31.29,10.87,52.87,21.58,42.0
176,190000042,1,852268.4233333337,142.8,95.07999999999998,115.425,88.285,267.825,247.47999999999996,274.62
177,190000059,1,372725.4983333334,73.94,47.84,41.163333333333334,48.01333333333334,116.86666666666667,123.54333333333335,116.69333333333334
178,190000075,1,138921.12333333335,41.93,18.69,67.05,37.61,127.89,79.53,108.97
179,190000224,2,130679.12666666666,44.06,0.0,35.72,7.25,47.37,11.65,40.12
180,190000257,2,46226.325,18.16,0.0,19.13,3.11,25.229999999999997,6.1,22.119999999999997
181,210011847,2,104151.9166666667,49.83,0.0,30.22,4.72,,,
182,210012142,1,125115.09333333332,20.229999999999997,1.5,20.84,29.700000000000003,60.193333333333335,40.85333333333334,31.993333333333332
183,210012175,1,347569.82333333325,67.06,51.32999999999999,23.89,29.75,94.815,122.255,116.39499999999998
184,210012670,2,271488.78499999986,73.5,12.0,69.9,13.1,95.92,38.019999999999996,94.82000000000001
185,210780581,1,2883344.558333333,473.5200000000001,998.4300000000002,346.395,448.52,1187.26,1839.295,1737.17
186,210780631,1,8416.853333333334,2.12,0.0,1.35,5.52,7.959999999999999,6.609999999999999,2.44
187,210780706,1,241972.985,66.62,14.780000000000001,41.019999999999996,28.86,94.19,67.95,80.11
188,210780789,2,118637.56166666668,45.1,3.0,27.4,6.8,42.99999999999999,18.6,39.199999999999996
189,210987731,3,205661.89333333337,76.47,124.97999999999999,146.16,85.51,403.79999999999995,382.62,443.27
190,220000020,1,1457866.9133333336,248.1825,225.09,177.88,317.15,643.0999999999999,690.31,551.04
191,220000046,1,358028.9883333332,69.65,52.56,92.78,117.6,260.30999999999995,220.09,195.26999999999998
192,220000079,1,320155.6083333334,61.879999999999995,30.93,97.67,80.93,226.44,159.70000000000002,176.44
193,220000103,1,372602.735,69.35000000000001,54.7,62.83,59.565,152.18,144.05,147.315
194,220000111,2,45693.76000000001,15.0,0.0,20.11,,,,
195,220000152,1,136377.87333333332,24.735000000000003,16.619999999999997,27.759999999999998,37.005,98.41499999999999,87.275,78.03
196,220000236,3,2555.4,15.629999999999999,0.0,63.45,73.89,152.73000000000002,89.28,78.84
197,220005045,1,20332.42333333333,9.6,0.0,32.99,76.33,120.39,87.4,44.06
198,220005599,2,86857.76500000001,14.5,0.0,16.74,,,,
199,220021968,1,42884.53333333333,5.3,0.0,4.53,11.315,18.085,13.555,6.7700000000000005
200,220022800,2,248042.54166666663,55.86,9.0,60.8,10.81,100.43,48.63,98.62
201,230780041,1,372328.4183333332,61.16499999999999,33.41499999999999,54.48,45.455,131.15499999999997,110.08999999999999,119.11499999999998
202,230780058,1,14832.02,13.325,0.0,16.200000000000003,27.84,47.940000000000005,31.740000000000002,20.100000000000005
203,230780066,1,21905.1,5.79,0.0,17.7,31.23,55.67,37.97,24.44
204,230780074,1,413.12,14.260000000000002,7.470000000000001,39.45,54.66,114.03,82.05,66.84
205,230780082,3,64825.42333333333,16.75,8.43,31.86,53.64,98.85,75.41999999999999,53.64
206,230780157,2,34102.90500000001,12.0,0.0,13.05,1.2,,,
207,240000059,1,326168.0083333333,54.2,30.450000000000003,82.35,79.11,203.03,151.13,154.37
208,240000067,1,7367.113333333334,1.8,0.0,7.99,2.9,13.280000000000001,5.29,10.38
209,240000075,1,3455.2650000000003,2.32,0.0,6.69,8.2,16.89,10.2,8.690000000000001
210,240000083,1,7194.365,28.55,9.0,71.26,92.66,207.03,144.76999999999998,123.37
211,240000109,1,5098.133333333334,2.6,0.0,9.7,23.31,34.56,24.86,11.25
212,240000117,1,860928.728333334,173.93,150.99,227.48,275.34,595.8,519.31,471.45000000000005
213,240000190,2,163238.07166666666,37.199999999999996,0.0,41.4,6.0,60.08,18.68,54.08
214,240000208,2,45866.51,11.5,0.0,20.0,3.0,25.5,5.5,22.5
215,240000216,2,51811.50000000001,13.0,0.0,8.85,5.92,,,
216,240000448,1,122411.99333333336,24.700000000000003,12.0,57.04,52.95,134.81,89.77000000000001,93.86
217,250000015,1,2129293.248333333,392.94500000000005,631.565,283.57,316.0,781.125,1129.1200000000001,1096.69
218,250000221,1,7467.613333333335,8.93,0.0,9.65,14.75,,,
219,250000239,1,5098.133333333334,,0.0,12.3,25.2,40.19,27.89,14.99
220,250000270,2,206923.0816666667,56.06,0.0,44.02,11.32,65.46000000000001,21.44,54.14
221,250000452,1,298802.4733333334,63.495,67.10000000000001,23.8625,39.57,81.74916666666667,124.98666666666668,109.27916666666667
222,250011848,3,233597.89499999996,39.95,0.0,34.82,19.18,,,
223,260000021,1,958536.7783333336,233.26999999999998,242.37,291.53,255.0,697.03,647.87,684.4
224,260000047,1,577879.1983333332,127.11,103.16,80.6,82.3,253.01,275.57,273.87
225,260000054,1,49104.013333333336,19.32,9.209999999999999,36.83,39.06,95.36,67.74,65.50999999999999
226,260000104,1,14550.0,13.26,0.0,25.62,27.88,66.53999999999999,40.92,38.66
227,260000195,3,40655.78999999999,8.4,0.0,12.93,7.06,27.81,14.879999999999999,20.75
228,260000260,2,54448.69999999999,20.5,0.0,17.87,2.0,23.67,5.8,21.67
229,260003017,2,92408.32,29.5,0.0,35.5,2.09,45.620000000000005,10.120000000000001,43.53
230,260006267,2,19788.97666666667,31.45,0.0,9.66,,,,14.51
231,260016910,1,449114.34833333327,57.41,35.715,73.48,91.655,200.3,162.535,144.36
232,270000060,1,101297.025,32.699999999999996,3.54,72.94,37.85,125.43,56.03,91.12
233,270000086,1,91036.39833333336,33.1,3.0,61.78,41.8,132.51999999999998,73.74,93.72
234,270000102,1,69359.27333333333,14.265,5.76,25.7,36.63,80.75,60.81,49.879999999999995
235,270000326,2,95465.55166666664,25.0,0.0,32.02,4.0,,,
236,270000862,2,69352.61500000002,27.5,0.0,30.8,4.7,,,
237,270023724,1,857136.3633333329,117.10333333333332,116.46000000000001,101.49,110.83500000000001,282.755,297.725,288.38
238,280000134,1,970178.2283333328,165.49,154.74,73.61,81.15666666666667,213.72666666666666,294.8566666666667,287.31
239,280000183,1,705268.8283333331,164.83,147.06,183.99,195.68,479.35,442.42,430.73
240,280000225,1,5098.133333333334,2.6500000000000004,0.0,5.83,15.24,23.65,17.82,8.41
241,280000449,2,10829.22,5.8,0.0,12.0,1.5,16.6,4.6,15.100000000000001
242,280000589,1,108054.41333333332,29.150000000000002,1.44,34.03,40.07,87.55000000000001,54.959999999999994,48.92
243,280500075,1,120961.72333333331,31.009999999999998,9.99,55.71,58.55,144.26,98.53999999999999,95.7
244,280505777,2,108534.08166666668,38.0,0.0,40.0,15.14,66.5,26.5,51.36
245,290000017,1,2373736.999999999,235.8898333333333,244.93199999999996,100.99499999999999,118.77833333333332,321.6758333333333,465.6128333333333,447.82949999999994
246,290000041,1,155895.7533333333,50.7,49.14,69.11,58.26,160.79999999999998,140.82999999999998,151.68
247,290000074,1,150164.09833333333,28.510000000000005,16.2,28.65,28.92,71.56,59.11,58.84
248,290000108,1,5098.133333333334,12.5,3.0,16.37,32.02,50.540000000000006,37.17,21.52
249,290000116,1,5098.133333333334,6.16,0.0,2.2,3.7,12.650000000000002,10.45,8.950000000000001
250,290000140,2,96776.18666666668,40.04,0.0,35.71,9.47,61.59,25.880000000000003,52.120000000000005
251,290000207,2,70450.47666666667,29.2,0.0,27.29,6.01,36.03,8.74,30.02
252,290000215,2,134355.46499999997,27.78,0.0,17.12,6.34,,,
253,290000728,1,141081.00333333336,51.42,47.7,97.72,62.78,,,
254,290000785,3,185569.74833333332,52.03000000000001,21.0,69.46,42.6,136.69,88.23,115.08999999999999
255,290000975,3,14924.369999999995,28.36,6.99,55.66,59.46,136.47,87.8,84.0
256,290004142,2,72396.605,21.91,0.0,10.28,1.03,,,
257,290019777,2,231773.55000000008,55.37,0.0,44.76,19.11,75.74000000000001,30.98,56.63
258,290020700,1,1194399.933333334,145.4425,136.5,82.08500000000001,87.3225,250.02499999999998,304.44,299.2025
259,290021542,1,483013.45499999984,102.60499999999999,78.67999999999999,89.36999999999999,119.36999999999999,256.825,246.135,216.135
260,290023431,2,44646.44000000002,22.0,0.0,14.8,2.5,,,
261,2A0000014,1,503188.08833333344,101.14,76.0,210.69,229.64,530.7,396.01,377.06
262,2A0000139,2,96784.96166666666,31.57,0.0,19.8,8.0,,,
263,2A0000154,2,45295.780000000006,15.5,0.0,42.0,2.0,55.6,13.6,53.6
264,2A0000386,1,23785.118333333336,38.86,9.09,94.04,86.01,222.38,137.43,145.46
265,2B0000020,1,590123.2849999999,140.195,41.699999999999996,91.88,139.94,332.71999999999997,282.53999999999996,234.47999999999996
266,2B0000079,2,12716.790000000005,9.0,0.0,6.0,0.5,,,
267,2B0000392,2,59874.26499999999,13.959999999999999,0.0,17.14,6.86,,,
268,2B0004246,1,517.68,7.999999999999999,0.0,17.25,18.0,43.2,25.95,25.2
269,2B0005342,1,26897.42333333332,9.37,5.04,10.76,6.28,,,
270,2B0005664,2,3807.476666666667,,0.0,3.25,,,,3.25
271,300002508,2,16356.4,17.2,0.0,6.8,1.0,,,
272,300017498,2,11144.53,8.0,0.0,8.22,0.45,,,
273,300780038,1,2158777.5283333333,425.13,326.105,192.70666666666668,269.48,583.37,716.7683333333334,639.995
274,300780046,1,524184.0533333333,95.13666666666666,44.233333333333334,49.47666666666666,69.65333333333335,156.01666666666668,150.77333333333337,130.59666666666666
275,300780053,1,312441.8850000001,86.53999999999999,57.39,123.39,88.28,268.90999999999997,202.91000000000003,238.01999999999998
276,300780079,1,5098.133333333334,4.54,1.5,22.55,40.42,67.98,46.93,29.060000000000002
277,300780087,1,5098.133333333334,7.9,4.56,29.69,55.62,96.09,70.96000000000001,45.03
278,300780137,2,125424.68166666669,46.66,0.0,37.94,3.68,52.279999999999994,14.34,48.599999999999994
279,300780152,2,247890.28000000003,63.43,2.0100000000000002,32.03,6.79,,,
280,300781010,1,14125.573333333334,3.8000000000000003,0.0,8.94,14.69,27.119999999999997,18.18,12.43
281,300781465,2,91745.36499999996,42.0,0.0,18.69,5.0,,,
282,300788502,2,232022.845,81.52000000000001,2.0100000000000002,44.5,4.36,,,
283,310021571,2,3751.13,9.129999999999999,6.0,9.05,9.27,,,
284,310026083,2,172199.89500000005,109.6,6.0,38.22,8.6,55.31,23.09,52.71
285,310026927,2,375504.1116666666,106.59,0.0,80.97,10.34,116.85000000000001,35.879999999999995,106.51
286,310780150,2,134425.25000000003,47.300000000000004,0.0,40.25,26.53,,,
287,310780259,2,593444.9166666667,80.7,9.0,100.0,84.0,219.0,128.0,144.0
288,310780283,2,366990.0166666664,68.91,0.0,79.31,17.26,150.39999999999998,71.09,133.14
289,310780366,2,17722.726666666666,15.13,3.0,16.13,21.09,41.93,28.8,23.84
290,310780382,2,194026.59000000003,49.64,0.0,37.34,7.5,50.31000000000001,12.97,42.81000000000001
291,310780671,1,358474.8933333335,96.495,29.700000000000003,45.0,34.364999999999995,108.58,93.28,103.915
292,310781000,2,443892.8666666664,78.8,0.0,73.45,13.98,128.63,55.18000000000001,114.65
293,310781067,3,178466.6733333333,61.059999999999995,34.22,85.31,8.11,121.23,70.14,147.34
294,310781406,1,4665449.888333337,356.1489761904762,356.25,137.44875000000002,212.93624999999997,498.32642857142855,717.1276785714285,641.6401785714286
295,310781505,2,265127.1766666666,54.2,0.0,45.2,10.91,,,
296,310781695,2,3807.476666666667,11.8,0.0,7.8,2.73,12.58,4.779999999999999,9.85
297,310782016,2,26410.1,100.7,0.0,21.91,20.93,46.58,24.67,25.65
298,310782347,3,170147.1,95.9,102.0,190.69,58.41,485.69999999999993,397.01,529.29
299,310786256,1,13059.11,8.16,9.0,26.46,38.97,72.3,54.839999999999996,42.33
300,320004310,1,10813.303333333331,12.32,0.0,8.05,25.58,36.129999999999995,28.08,10.55
