,Numero_finess,stjr,Points_ISA,Personnel médical,Internes,Personnels de direction et administratifs,Personnels techniques et ouvriers,Autre sans internes,Autre sans direction et administratif,Autre sans techniques et ouvriers
1010,840000079,1,5098.133333333334,3.0700000000000003,0.0,9.16,12.3,26.76,17.6,14.46
1011,840000087,1,313780.9633333334,59.03,19.259999999999998,79.35,75.81,190.64,130.55,134.08999999999997
1012,840000111,1,47210.47333333332,9.48,0.0,25.24,18.74,51.69,26.45,32.95
1013,840000129,1,34099.12333333334,7.3,0.0,15.14,18.69,40.400000000000006,25.26,21.71
1014,840000285,2,83913.08499999998,33.08,0.0,20.92,4.62,,,
1015,840000327,2,46711.44,5.25,0.0,8.25,1.93,,,
1016,840000350,3,60636.09333333334,45.129999999999995,6.0,89.47,18.31,193.12,109.65,180.81
1017,840000400,2,69586.67499999999,23.83,0.0,17.3,2.5,30.1,12.8,27.6
1018,840000467,2,69817.12,16.5,0.0,11.03,,,,
1019,840004659,1,143540.4033333333,36.475,16.200000000000003,28.33,23.77,65.695,53.565,58.125
1020,840006597,1,1365286.138333334,267.9100000000001,255.75,129.21333333333334,287.25,611.4033333333333,737.94,579.9033333333333
1021,840013312,2,144539.01000000004,28.22,0.0,32.64,3.12,,,
1022,840013445,2,70644.82500000001,25.5,0.0,13.0,5.0,,,
1023,840017172,2,111703.16000000005,25.42,0.0,17.8,5.4,34.6,16.8,29.200000000000003
1024,850000019,1,1517322.473333334,153.91666666666666,115.87666666666668,133.23999999999998,124.19,343.2633333333333,325.9,334.95
1025,850000035,1,158046.0383333334,30.979999999999997,22.3,23.775000000000002,67.75,112.735,111.25999999999999,67.285
1026,850000084,1,310223.8883333333,50.00999999999999,49.89,43.725,29.075,110.04,116.205,130.85500000000002
1027,850000118,2,178029.77666666658,37.3,3.0,26.61,,,,36.31
1028,850000126,2,80254.32500000003,15.1,0.0,14.99,10.75,,,
1029,850000134,2,131209.92000000004,15.75,0.0,21.13,,,,25.259999999999998
1030,850009010,1,382673.9133333332,42.42566666666667,29.820000000000004,31.035,44.873333333333335,106.23333333333333,105.01833333333335,91.18
1031,850025867,1,6508.29,5.84,2.4899999999999998,20.11,38.46,69.7,52.080000000000005,33.730000000000004
1032,860010321,2,196845.6166666665,57.13,0.0,45.09,18.32,69.4,24.31,51.080000000000005
1033,860013382,1,413730.3983333333,54.25500000000001,29.28,51.565,67.13,139.03,116.745,101.18
1034,860014208,1,2661490.643333335,330.45500000000004,672.8716666666666,182.01333333333332,253.43999999999997,673.7083333333333,1164.5666666666666,1093.1399999999999
1035,860780311,2,52891.850000000006,16.21,0.0,20.47,11.55,,,
1036,860780568,2,49291.925,17.3,0.0,11.99,2.0,14.99,3.0,12.99
1037,870000015,1,2161254.848333332,212.64750000000004,441.81250000000006,143.14,197.83000000000004,438.87750000000005,737.5500000000002,682.86
1038,870000023,1,194218.50333333333,41.80166666666666,39.480000000000004,20.906666666666666,35.074999999999996,73.225,91.79833333333333,77.63
1039,870000031,1,77801.62333333335,32.13,17.19,35.84,38.64,88.41,69.76,66.96000000000001
1040,870000288,2,383926.52166666667,72.56,3.0,95.89,31.35,140.06,47.17,111.71000000000001
1041,870000411,2,143630.17500000002,28.02,0.0,16.52,1.01,,,
1042,870014248,1,5098.133333333334,7.4,3.0,13.33,36.17,51.32,40.99,18.15
1043,870014503,1,22991.54333333333,3.5166666666666666,3.24,10.923333333333332,21.326666666666664,34.60666666666666,26.923333333333332,16.52
1044,880007059,1,493606.3333333333,100.25000000000001,64.80000000000001,63.39666666666667,56.935,198.66166666666666,200.065,206.52666666666667
1045,880007299,1,309816.4783333334,37.985,15.715,55.14,43.3,128.55,89.125,100.965
1046,880780069,1,5715.17,5.870000000000001,0.0,21.22,21.09,48.81,27.59,27.72
1047,880780077,1,346087.9733333333,74.78999999999999,46.49,55.23,50.41,130.12,121.38,126.19999999999999
1048,880780093,1,370474.7450000001,68.01500000000001,19.14,49.56,62.15,158.725,128.305,115.715
1049,880780325,1,2339.03,,0.0,,2.47,,,
1050,880788591,2,171043.72499999998,47.0,0.0,41.16,44.7,,,
1051,890000037,1,792515.0783333335,124.85,87.0,185.14,230.37,496.81,398.67,353.44
1052,890000169,2,98213.93666666662,21.63,0.0,24.17,9.21,,,
1053,890000409,1,52140.50333333333,15.94,12.629999999999999,35.32,26.96,69.14,46.45,54.81
1054,890000417,1,92778.47333333331,34.165,6.09,23.76,21.19,79.29,61.620000000000005,64.19
1055,890000433,1,39746.99999999999,19.45,0.0,46.67,58.0,124.12,77.45,66.12
1056,890002389,2,75062.51666666665,25.5,0.0,27.0,4.0,,,
1057,890970569,1,644289.7833333331,99.495,71.54,80.675,138.32,255.825,246.69,189.04500000000002
1058,900000035,2,67947.11999999998,21.2,0.0,20.7,16.5,42.0,21.3,25.5
1059,900000365,1,1462678.4333333336,233.58166666666668,109.83333333333333,129.17333333333335,138.26333333333332,381.47166666666664,362.13166666666666,353.04166666666663
1060,910002773,1,1374484.4383333337,345.935,289.0,210.3,124.6,564.72,643.42,729.12
1061,910015965,2,1748.86,10.0,0.0,10.0,2.0,14.0,4.0,12.0
1062,910019447,1,370085.42,55.53500000000001,27.090000000000003,61.545,40.695,140.02,105.565,126.415
1063,910110014,1,252473.12833333336,87.89999999999999,49.59,74.96,62.47,176.44,151.07,163.56
1064,910110055,1,875885.5833333328,143.815,80.73133333333332,68.976,53.2375,171.0235,182.77883333333332,198.51733333333334
1065,910150010,3,1171.21,12.799999999999999,0.0,25.08,11.0,38.76,13.68,27.759999999999998
1066,910150028,3,125480.70833333331,69.84,4.32,83.53,59.16,162.32,83.10999999999999,107.47999999999999
1067,910150069,3,119647.59333333332,29.15,0.0,41.73,30.33,84.16999999999999,42.44,53.839999999999996
1068,910300011,2,51667.15499999999,23.5,4.5,16.64,2.36,,,
1069,910300029,2,29980.680000000004,3.66,0.0,15.85,1.16,20.38,4.53,19.22
1070,910300144,2,133789.11166666666,38.800000000000004,0.0,35.34,6.7,45.86000000000001,10.52,39.160000000000004
1071,910300177,2,141153.605,32.0,0.0,46.64,7.58,,,
1072,910300219,2,446754.8949999999,71.44,12.0,71.41,13.18,106.77000000000001,47.36,105.59
1073,910300300,2,86360.58499999999,21.6,0.0,38.0,9.3,,,
1074,910300326,2,22687.756666666668,9.68,0.0,13.66,2.0,19.16,5.5,17.16
1075,910300359,2,22662.94,17.58,0.0,15.1,3.7,,,
1076,910500040,3,5098.133333333334,,0.0,10.63,7.75,22.520000000000003,11.89,14.770000000000001
1077,910803543,2,220700.67166666663,54.0,12.0,53.7,18.8,83.5,41.8,76.7
1078,910805357,2,59457.14,35.99,0.0,21.0,2.4,,,
1079,920000460,3,179948.15333333335,96.15,5.7299999999999995,130.58,38.33,348.99,224.14000000000001,316.39000000000004
1080,920000635,3,28388.38,20.500000000000004,0.0,32.03,4.48,45.14,13.110000000000001,40.66
1081,920000643,3,390508.7483333331,96.22000000000001,57.0,97.99,6.23,128.51999999999998,87.53,179.29
1082,920000650,3,1218881.5833333328,296.20000000000005,424.0,400.79,104.39,668.49,691.7,988.1
1083,920009909,1,358944.7083333332,85.80000000000001,32.730000000000004,54.269999999999996,24.23,105.25,83.71000000000001,113.75
1084,920026374,1,314673.47333333315,74.61,42.475,30.53,17.403333333333332,76.92333333333333,88.86833333333334,101.995
1085,920110020,1,190013.3283333333,104.33000000000001,64.56,166.56,72.09,289.69,187.69,282.15999999999997
1086,920110053,1,62641.13,23.43,2.9699999999999998,35.26,27.95,74.03999999999999,41.75,49.059999999999995
1087,920120011,1,709365.1533333333,160.14999999999998,46.2,246.91,62.2,,,
1088,920300043,2,397087.9616666666,136.32999999999998,36.0,112.37,20.0,144.27,67.9,160.27
1089,920300183,2,15568.92,30.5,0.0,12.0,1.0,,,
1090,920300191,2,40837.280000000006,40.5,6.0,24.7,2.0,,,
1091,920300266,2,19690.966666666667,18.349999999999998,0.0,15.22,3.64,22.650000000000002,7.43,19.01
1092,920300365,2,56956.45999999999,36.0,3.0,17.93,5.81,,,
1093,920300415,2,77232.88666666667,41.8,0.0,22.74,4.79,35.31,12.57,30.52
1094,920300597,2,141912.96666666662,48.300000000000004,0.0,36.42,6.19,45.0,8.58,38.81
1095,920300712,2,30983.58,59.33,0.0,9.98,3.0,,,
1096,920300753,2,425375.07000000007,94.6,9.0,68.69,23.73,113.19,53.5,98.46
1097,920300761,2,103370.65666666666,88.0,0.0,12.98,4.92,,,
1098,920300787,3,177690.62500000003,154.97000000000003,15.059999999999999,307.08,214.77,612.02,320.0,412.31
1099,920300837,2,34391.97000000001,40.0,0.0,20.57,3.09,27.849999999999998,7.28,24.759999999999998
1100,920300845,3,5636.553333333334,7.06,0.0,7.93,2.98,13.01,5.08,10.03
1101,920300936,2,92913.25,33.5,0.0,26.26,3.7,34.96,8.7,31.26
1102,930021480,1,799699.0933333337,187.225,127.075,118.54,86.73,266.015,274.55,306.36
1103,930110036,1,478066.1549999999,149.65,234.0,161.32,101.72,336.98,409.65999999999997,469.26
1104,930110051,1,644593.9033333333,194.08500000000004,198.2833333333333,86.45666666666666,58.89000000000001,215.235,327.0616666666666,354.62833333333333
1105,930110069,1,677244.5533333335,277.54,325.35,282.4,171.62,605.39,648.34,759.12
1106,930150032,3,21000.79,21.2,0.0,12.59,3.0,16.490000000000002,3.9,13.49
1107,930300025,2,133687.67166666666,46.5,0.0,84.65,6.9,137.18,52.53,130.28
1108,930300066,2,107775.19999999995,47.5,0.0,59.2,11.76,78.36000000000001,19.16,66.60000000000001
1109,930300082,2,108307.25166666668,55.5,0.0,38.93,3.0,53.71,14.78,50.71
1110,930300116,2,126307.28999999998,44.3,0.0,53.5,11.6,72.0,18.5,60.400000000000006
1111,930300264,2,37279.89,18.3,0.0,17.67,1.06,,,
1112,930300298,2,69479.175,24.5,0.0,22.6,3.0,,,
1113,930300553,2,141055.70166666663,60.230000000000004,0.0,64.7,14.17,90.37,25.67,76.2
1114,930300587,2,33657.09000000001,27.5,0.0,19.96,9.45,,,
1115,930300595,2,106853.54666666665,38.9,0.0,72.86,9.73,89.09,16.23,79.36
1116,930300645,2,343739.505,55.39,0.0,74.55,10.11,,,
1117,940000649,3,550768.018333333,126.37,132.0,132.3,25.76,221.64000000000001,221.34,327.88
1118,940000656,3,38384.28333333334,10.46,1.47,39.47,51.49,94.54,56.54,44.52
1119,940000664,3,1011017.2483333336,281.65999999999997,402.0,459.58,126.77,1000.5799999999999,943.0,1275.81
1120,940006679,2,102715.46,45.3,3.0,34.21,5.41,42.74000000000001,11.530000000000001,40.330000000000005
1121,940016819,1,59833.08,127.315,60.53,111.97999999999999,93.4,288.485,237.035,255.61499999999998
1122,940110018,1,741178.2333333333,284.9,328.29,265.15,207.5,656.62,719.76,777.4100000000001
1123,940110042,1,705126.4933333332,198.38,275.01,127.215,64.21,244.125,391.91999999999996,454.925
1124,940120017,1,476148.1783333335,128.43,48.0,194.96,67.16,,,
1125,940300031,2,175956.24166666655,61.0,0.0,50.35,9.57,71.66,21.310000000000002,62.09
1126,940300163,2,4440.63,12.95,0.0,10.9,8.5,23.0,12.1,14.5
1127,940300270,2,119607.23,56.5,1.5,34.8,10.6,62.99999999999999,29.699999999999996,53.89999999999999
1128,940300379,2,86041.14,46.16,0.0,23.09,2.23,,,
1129,940300445,2,58490.55,24.34,12.57,28.42,5.65,,,
1130,940300452,2,11731.19,14.59,0.0,26.0,5.69,,,
1131,940300494,2,52799.335,24.5,0.0,27.28,4.11,33.09,5.8100000000000005,28.98
1132,940300551,2,24158.97,18.25,0.0,15.99,2.0,19.490000000000002,3.5,17.490000000000002
1133,940300569,2,64955.225000000006,34.5,0.0,35.75,7.76,46.57,10.82,38.81
1134,940813033,2,61546.455,44.62,0.0,20.4,2.86,,,
1135,950000406,3,22105.11,4.7700000000000005,0.0,13.95,2.36,23.869999999999997,9.92,21.509999999999998
1136,950001370,1,184829.64499999996,77.22500000000001,49.83,35.47666666666667,40.153333333333336,93.04666666666667,107.4,102.72333333333333
1137,950013870,1,777416.0633333329,244.53,286.74,231.11,211.05,582.96,638.59,658.6500000000001
1138,950015289,1,18313.88833333333,27.72,3.93,8.229999999999999,25.75333333333333,41.00666666666666,36.70666666666666,19.18333333333333
1139,950032714,2,38121.93500000001,24.94,0.0,13.82,0.5,,,
1140,950110015,1,1079006.713333334,266.97,312.63,248.02,181.78,615.73,680.3399999999999,746.58
1141,950110049,1,682436.188333333,232.31,280.65000000000003,230.04,318.48,687.66,738.27,649.8299999999999
1142,950110080,1,1204192.1633333338,284.73,297.57,352.73,245.16,777.64,722.48,830.05
1143,950300095,2,40569.825,19.0,0.0,20.17,3.0,,,
1144,950300152,2,6921.856666666667,,0.0,7.0,1.0,,,
1145,950300202,2,100849.69499999998,43.0,0.0,36.77,3.31,,,
1146,950300244,2,127339.91666666666,51.35,0.0,44.68,7.51,75.52000000000001,30.839999999999996,68.01
1147,950300277,2,140779.19166666668,52.56,0.0,74.95,14.46,96.97,22.020000000000003,82.50999999999999
1148,950300301,2,6779.931666666667,11.27,0.0,22.56,3.0,29.88,7.32,26.88
1149,950300350,2,11099.39,13.8,0.0,6.6,1.0,,,
1150,950630012,3,20931.22,13.799999999999999,2.4899999999999998,23.07,12.7,80.17,59.589999999999996,69.96
1151,950807982,2,177318.82666666672,75.8,0.0,61.0,6.0,75.82000000000001,14.82,69.82000000000001
