finess;ghm2;_freq
010006526;90Z00Z;223
010007300;02C05J;813
010007300;02C08J;87
010007300;06K02Z;169
010007300;06K04J;663
010007300;06K05J;63
010007300;09C03J;121
010007300;09C09J;22
010007300;09C10J;52
010007300;90Z00Z;361
010007987;20Z041;244
010007987;20Z042;81
010007987;23K02Z;42
010007987;23Z02Z;164
010008407;01C15J;198
010008407;01M201;97
010008407;01M221;36
010008407;01M25T;25
010008407;01M34Z;54
010008407;02C05J;319
010008407;03K02J;95
010008407;03M031;83
010008407;03M03T;32
010008407;03M05T;21
010008407;04M021;43
010008407;04M041;21
010008407;04M051;48
010008407;04M052;43
010008407;04M053;27
010008407;04M111;40
010008407;04M181;47
010008407;04M182;29
010008407;04M18T;34
010008407;04M201;23
010008407;04M202;27
010008407;05C17J;71
010008407;05M04T;63
010008407;05M05T;41
010008407;05M08T;47
010008407;05M092;59
010008407;05M093;34
010008407;05M09T;21
010008407;05M13T;124
010008407;06C121;26
010008407;06C12J;82
010008407;06K02Z;208
010008407;06K04J;424
010008407;06M021;120
010008407;06M031;62
010008407;06M032;30
010008407;06M03T;27
010008407;06M121;45
010008407;06M12T;91
010008407;06M18T;20
010008407;06M18Z;64
010008407;07C131;46
010008407;07C14J;41
010008407;08C14J;87
010008407;08C241;62
010008407;08C242;23
010008407;08C321;30
010008407;08C371;39
010008407;08C391;59
010008407;08C44J;96
010008407;08C45J;142
010008407;08C46J;55
010008407;08C481;36
010008407;08C493;24
010008407;08K02J;27
010008407;08M36Z;27
010008407;09C081;35
010008407;09C10J;23
010008407;09K02J;24
010008407;09M031;42
010008407;10M163;21
010008407;11M02T;44
010008407;11M031;30
010008407;11M041;30
010008407;11M043;20
010008407;11M044;20
010008407;12C08J;32
010008407;14C05J;33
010008407;14C08A;119
010008407;14M03A;34
010008407;14Z04T;28
010008407;14Z08Z;91
010008407;14Z13A;148
010008407;14Z13B;31
010008407;14Z14A;304
010008407;14Z14B;31
010008407;14Z16T;29
010008407;15M05A;477
010008407;15M05B;114
010008407;15M06A;22
010008407;16M111;20
010008407;16M112;28
010008407;16M11T;25
010008407;18M021;25
010008407;20Z041;21
010008407;20Z051;55
010008407;21M10T;41
010008407;23M14Z;90
010008407;23M20T;63
010008407;23M20Z;81
010008407;23Z02Z;43
010008407;28Z14Z;72
010008407;28Z17Z;25
010009132;01M34Z;21
010009132;23M20Z;20
010780054;01C061;34
010780054;01C15J;254
010780054;01K04J;160
010780054;01M111;34
010780054;01M112;51
010780054;01M11T;26
010780054;01M161;33
010780054;01M162;31
010780054;01M16T;24
010780054;01M191;33
010780054;01M201;184
010780054;01M21T;875
010780054;01M221;96
010780054;01M231;35
010780054;01M251;28
010780054;01M252;43
010780054;01M25T;81
010780054;01M262;22
010780054;01M263;22
010780054;01M301;139
010780054;01M302;152
010780054;01M303;137
010780054;01M304;21
010780054;01M30T;28
010780054;01M34T;22
010780054;01M34Z;166
010780054;01M35T;35
010780054;01M35Z;54
010780054;02C051;30
010780054;02C05J;199
010780054;02M041;24
010780054;03C09J;23
010780054;03C14J;29
010780054;03C28J;42
010780054;03K02J;264
010780054;03M031;43
010780054;03M03T;125
010780054;03M051;37
010780054;03M052;22
010780054;03M05T;84
010780054;03M131;26
010780054;04M021;31
010780054;04M02T;21
010780054;04M032;29
010780054;04M033;48
010780054;04M03T;35
010780054;04M041;31
010780054;04M051;73
010780054;04M052;157
010780054;04M053;107
010780054;04M054;26
010780054;04M05T;41
010780054;04M072;28
010780054;04M073;37
010780054;04M082;28
010780054;04M092;21
010780054;04M093;45
010780054;04M09T;41
010780054;04M102;25
010780054;04M103;34
010780054;04M111;55
010780054;04M112;34
010780054;04M121;23
010780054;04M16T;23
010780054;04M182;39
010780054;04M183;49
010780054;04M18T;68
010780054;04M201;53
010780054;04M202;50
010780054;04M203;77
010780054;04M23Z;21
010780054;04M24E;51
010780054;04M251;20
010780054;04M252;21
010780054;04M253;75
010780054;04M25T;28
010780054;05C101;25
010780054;05C17J;111
010780054;05C21J;25
010780054;05K061;61
010780054;05K14Z;243
010780054;05K17J;23
010780054;05K26J;22
010780054;05M051;29
010780054;05M053;31
010780054;05M05T;95
010780054;05M081;20
010780054;05M082;31
010780054;05M083;26
010780054;05M08T;66
010780054;05M091;64
010780054;05M092;186
010780054;05M093;120
010780054;05M09T;48
010780054;05M122;23
010780054;05M12T;21
010780054;05M13T;66
010780054;05M171;33
010780054;05M17T;55
010780054;05M22E;47
010780054;06C043;51
010780054;06C044;20
010780054;06C081;29
010780054;06C091;97
010780054;06C121;90
010780054;06C12J;153
010780054;06C191;24
010780054;06C19J;71
010780054;06C241;20
010780054;06C251;46
010780054;06C25J;20
010780054;06K02Z;624
010780054;06K03J;129
010780054;06K04J;763
010780054;06K05J;125
010780054;06M021;82
010780054;06M022;23
010780054;06M02T;114
010780054;06M031;69
010780054;06M032;55
010780054;06M033;22
010780054;06M03T;71
010780054;06M041;25
010780054;06M042;58
010780054;06M04T;28
010780054;06M06T;32
010780054;06M08T;34
010780054;06M09T;33
010780054;06M121;38
010780054;06M12T;135
010780054;06M16Z;23
010780054;06M18T;75
010780054;06M18Z;84
010780054;07C131;32
010780054;07C141;75
010780054;07C14J;55
010780054;07M021;34
010780054;07M022;39
010780054;07M02T;24
010780054;07M062;31
010780054;07M063;32
010780054;07M06T;20
010780054;07M07T;27
010780054;07M101;33
010780054;07M102;24
010780054;07M14T;65
010780054;07M14Z;44
010780054;08C141;30
010780054;08C14J;144
010780054;08C241;114
010780054;08C242;47
010780054;08C251;28
010780054;08C321;66
010780054;08C34J;34
010780054;08C351;39
010780054;08C371;33
010780054;08C37J;104
010780054;08C391;72
010780054;08C39J;22
010780054;08C441;36
010780054;08C44J;100
010780054;08C45J;195
010780054;08C46J;67
010780054;08C471;42
010780054;08C472;22
010780054;08C473;27
010780054;08C481;140
010780054;08C482;40
010780054;08C491;52
010780054;08C492;40
010780054;08C493;42
010780054;08C581;45
010780054;08K02J;26
010780054;08M101;22
010780054;08M102;27
010780054;08M103;38
010780054;08M141;31
010780054;08M142;27
010780054;08M192;35
010780054;08M193;24
010780054;08M201;24
010780054;08M252;33
010780054;08M261;36
010780054;08M262;24
010780054;08M263;39
010780054;08M272;21
010780054;08M292;25
010780054;08M293;37
010780054;08M29T;49
010780054;08M313;23
010780054;08M341;30
010780054;08M35Z;24
010780054;08M36Z;46
010780054;09C031;40
010780054;09C03J;112
010780054;09C051;25
010780054;09C05J;80
010780054;09C061;45
010780054;09C08J;30
010780054;09C09J;66
010780054;09C101;33
010780054;09C10J;87
010780054;09K02J;20
010780054;09M021;21
010780054;09M02T;42
010780054;09M031;122
010780054;09M032;21
010780054;09M033;20
010780054;09M03T;33
010780054;09M052;27
010780054;09M053;65
010780054;09M05T;31
010780054;09M08T;26
010780054;10C121;26
010780054;10M021;21
010780054;10M022;96
010780054;10M023;21
010780054;10M082;22
010780054;10M091;54
010780054;10M13T;25
010780054;10M13Z;121
010780054;10M162;31
010780054;10M163;79
010780054;10M16T;63
010780054;10M182;26
010780054;10M183;23
010780054;11C07J;43
010780054;11C091;31
010780054;11C10J;27
010780054;11C111;135
010780054;11C112;33
010780054;11C11J;171
010780054;11C12J;41
010780054;11C131;134
010780054;11C132;39
010780054;11C133;23
010780054;11C13J;52
010780054;11K022;33
010780054;11K03Z;38
010780054;11M02T;43
010780054;11M031;57
010780054;11M041;87
010780054;11M042;60
010780054;11M043;76
010780054;11M044;48
010780054;11M062;35
010780054;11M121;24
010780054;11M123;20
010780054;11M12T;32
010780054;11M152;24
010780054;11M161;34
010780054;11M19T;20
010780054;11M19Z;31
010780054;12C041;56
010780054;12C042;26
010780054;12C04J;90
010780054;12C061;24
010780054;12C07J;22
010780054;12C08J;78
010780054;12C111;34
010780054;12C13J;45
010780054;12M063;21
010780054;13C031;85
010780054;13C041;37
010780054;13C06J;25
010780054;13C071;65
010780054;13C07J;20
010780054;13C09J;23
010780054;13C10J;27
010780054;13C12J;89
010780054;13C151;22
010780054;13C17J;26
010780054;13K02Z;87
010780054;13K04Z;69
010780054;14C05J;132
010780054;14C05Z;34
010780054;14C08A;288
010780054;14C08B;20
010780054;14C08C;24
010780054;14C09A;31
010780054;14M03A;86
010780054;14M03B;37
010780054;14M03T;113
010780054;14Z08Z;550
010780054;14Z13A;594
010780054;14Z13B;29
010780054;14Z13C;24
010780054;14Z14A;925
010780054;14Z14B;37
010780054;14Z15Z;24
010780054;14Z16T;51
010780054;14Z16Z;74
010780054;15M05A;1134
010780054;15M05B;665
010780054;15M05C;20
010780054;15M06A;46
010780054;15M06B;71
010780054;15M07A;33
010780054;15M08A;25
010780054;16M111;45
010780054;16M112;79
010780054;16M113;26
010780054;16M11T;74
010780054;17M061;32
010780054;17M062;23
010780054;17M06T;210
010780054;18M021;95
010780054;18M042;25
010780054;18M043;45
010780054;18M04T;29
010780054;18M072;22
010780054;18M073;24
010780054;18M12Z;28
010780054;19M02T;25
010780054;19M062;47
010780054;19M063;41
010780054;19M072;22
010780054;19M073;21
010780054;19M07T;25
010780054;19M22T;28
010780054;20Z041;83
010780054;20Z042;148
010780054;20Z043;22
010780054;20Z051;308
010780054;20Z06T;38
010780054;21M05T;20
010780054;21M101;25
010780054;21M10T;156
010780054;21M121;25
010780054;23K02Z;112
010780054;23K03J;22
010780054;23M061;30
010780054;23M063;21
010780054;23M06T;34
010780054;23M091;30
010780054;23M14Z;372
010780054;23M20T;91
010780054;23M20Z;98
010780054;23M21T;58
010780054;23Z02Z;296
010780054;28Z04Z;11074
010780054;28Z07Z;7723
010780054;28Z14Z;1339
010780054;28Z17Z;1104
010780054;28Z18Z;8822
010780054;28Z19Z;287
010780054;28Z20Z;509
010780054;28Z21Z;31
010780054;28Z23Z;1128
010780054;28Z24Z;8252
010780062;01C15J;58
010780062;01M221;24
010780062;01M303;20
010780062;03C101;23
010780062;03C28J;29
010780062;04M033;29
010780062;04M052;20
010780062;04M053;67
010780062;04M073;32
010780062;04M133;29
010780062;04M18T;25
010780062;04M203;41
010780062;04M253;41
010780062;05K14Z;25
010780062;05M04T;47
010780062;05M08T;37
010780062;05M092;31
010780062;05M093;76
010780062;05M09T;28
010780062;05M13T;137
010780062;05M17T;21
010780062;06C043;21
010780062;06C091;24
010780062;06C121;22
010780062;06C12J;58
010780062;06C25J;23
010780062;06K02Z;202
010780062;06K04J;241
010780062;06M021;37
010780062;06M02T;29
010780062;06M032;37
010780062;06M033;28
010780062;06M043;25
010780062;06M12T;26
010780062;06M18T;36
010780062;06M18Z;34
010780062;07C141;32
010780062;07C14J;21
010780062;08C14J;72
010780062;08C242;30
010780062;08C391;38
010780062;08C44J;51
010780062;08C45J;64
010780062;08C46J;27
010780062;08C492;26
010780062;08C493;42
010780062;09C08J;34
010780062;09C10J;40
010780062;09M021;21
010780062;09M031;46
010780062;09M033;27
010780062;10M13Z;47
010780062;10M163;38
010780062;11C111;21
010780062;11M02T;34
010780062;11M031;22
010780062;11M042;28
010780062;11M044;57
010780062;11M151;23
010780062;12C042;23
010780062;12C08J;45
010780062;14C08A;63
010780062;14M03A;45
010780062;14Z08Z;88
010780062;14Z13A;97
010780062;14Z14A;161
010780062;15M05A;269
010780062;15M05B;62
010780062;16M111;20
010780062;16M112;23
010780062;16M113;48
010780062;16M11T;28
010780062;18M021;25
010780062;19M063;30
010780062;20Z042;31
010780062;20Z051;27
010780062;21M10T;28
010780062;23M20T;24
010780062;23M20Z;24
010780062;28Z07Z;610
010780062;28Z14Z;172
010780062;28Z17Z;236
010780096;01M34Z;116
010780096;04M033;25
010780096;04M052;40
010780096;04M053;47
010780096;04M073;38
010780096;04M202;23
010780096;05M092;73
010780096;05M093;75
010780096;08M193;31
010780096;08M263;25
010780096;08M293;29
010780096;10M163;54
010780096;10M182;24
010780096;10M183;27
010780096;11M044;26
010780096;16M112;23
010780096;16M113;25
010780096;19M023;28
010780096;19M063;68
010780096;23M103;50
010780096;23M20Z;42
010780096;23Z02Z;158
010780195;01C061;23
010780195;01C14J;23
010780195;01C15J;239
010780195;02C051;129
010780195;02C05J;1712
010780195;02C08J;95
010780195;03C071;115
010780195;03C07J;107
010780195;03C091;33
010780195;03C09J;67
010780195;03C101;64
010780195;03C111;29
010780195;03C121;24
010780195;03C14J;102
010780195;03C16J;23
010780195;03C17J;40
010780195;03C201;30
010780195;03C21J;22
010780195;03C27J;28
010780195;03C28J;90
010780195;03K021;36
010780195;03K02J;1203
010780195;03K03J;27
010780195;03M05T;21
010780195;03M10T;20
010780195;03M11T;73
010780195;04K02J;20
010780195;04M03T;31
010780195;04M052;27
010780195;04M05T;61
010780195;04M102;24
010780195;04M10T;20
010780195;04M111;109
010780195;04M202;28
010780195;05C101;28
010780195;05C151;87
010780195;05C152;21
010780195;05C15T;22
010780195;05C17J;245
010780195;05K051;321
010780195;05K052;86
010780195;05K053;24
010780195;05K061;553
010780195;05K062;32
010780195;05K06T;248
010780195;05K101;900
010780195;05K102;52
010780195;05K10J;268
010780195;05K14Z;115
010780195;05K17J;140
010780195;05M041;36
010780195;05M04T;47
010780195;05M05T;38
010780195;05M08T;139
010780195;05M092;37
010780195;05M093;20
010780195;05M09T;44
010780195;05M13T;453
010780195;05M17T;30
010780195;05M23T;70
010780195;06C041;33
010780195;06C043;23
010780195;06C081;21
010780195;06C091;42
010780195;06C121;24
010780195;06C12J;174
010780195;06C141;38
010780195;06C191;66
010780195;06C251;26
010780195;06C25J;39
010780195;06K02Z;1164
010780195;06K03J;142
010780195;06K04J;1109
010780195;06K05J;125
010780195;06M031;32
010780195;06M03T;75
010780195;06M12T;274
010780195;06M18T;38
010780195;07C141;35
010780195;07C14J;93
010780195;07M021;23
010780195;08C14J;130
010780195;08C241;84
010780195;08C242;25
010780195;08C271;132
010780195;08C321;45
010780195;08C341;39
010780195;08C351;31
010780195;08C37J;101
010780195;08C38J;41
010780195;08C391;21
010780195;08C39J;35
010780195;08C42J;28
010780195;08C43J;39
010780195;08C44J;145
010780195;08C45J;153
010780195;08C46J;80
010780195;08C481;73
010780195;08C482;26
010780195;08C511;30
010780195;08C512;22
010780195;08C521;90
010780195;08C522;53
010780195;08C581;89
010780195;08C58J;65
010780195;08K02J;34
010780195;08M271;25
010780195;08M291;24
010780195;08M29T;28
010780195;09C03J;102
010780195;09C041;30
010780195;09C051;23
010780195;09C05J;64
010780195;09C06T;51
010780195;09C081;48
010780195;09C09J;39
010780195;09C101;28
010780195;09C10J;176
010780195;09C12J;119
010780195;09K02J;31
010780195;09Z02A;111
010780195;10C101;21
010780195;10C121;53
010780195;10C131;95
010780195;11C07J;23
010780195;11C111;87
010780195;11C11J;57
010780195;11C131;116
010780195;11C132;30
010780195;11C13J;39
010780195;11K08J;67
010780195;11M02T;123
010780195;11M041;30
010780195;11M04T;37
010780195;12C041;114
010780195;12C042;51
010780195;12C07J;26
010780195;12C08J;219
010780195;12C111;26
010780195;12C13J;47
010780195;12K06J;96
010780195;13C031;59
010780195;13C06J;62
010780195;13C07J;23
010780195;13C08J;47
010780195;13C12J;55
010780195;13C171;20
010780195;13C17J;26
010780195;13K02Z;45
010780195;13K05Z;44
010780195;16M11T;27
010780195;23K03J;21
010780195;23M101;45
010780195;23M20T;192
010780195;23M20Z;34
010780195;23M21T;159
010780195;23Z02Z;66
010780195;28Z07Z;3090
010780195;28Z14Z;39
010780195;28Z17Z;130
010780195;90Z00Z;17431
010780203;01C15J;105
010780203;01M201;81
010780203;01M221;40
010780203;01M25T;54
010780203;01M31T;28
010780203;02C051;72
010780203;02C05J;622
010780203;02C08J;32
010780203;03C071;28
010780203;03C07J;48
010780203;03C09J;42
010780203;03C101;37
010780203;03C121;39
010780203;03C28J;43
010780203;03K02J;702
010780203;03K04J;35
010780203;03M05T;44
010780203;03M11T;20
010780203;04M03T;40
010780203;04M051;44
010780203;04M052;41
010780203;04M053;85
010780203;04M05T;88
010780203;04M10T;21
010780203;04M111;85
010780203;04M201;24
010780203;05C17J;74
010780203;05K06T;29
010780203;05K26J;43
010780203;05M05T;28
010780203;05M06T;29
010780203;05M08T;76
010780203;05M092;30
010780203;05M093;33
010780203;05M09T;59
010780203;05M13T;148
010780203;05M15T;22
010780203;05M17T;29
010780203;05M20Z;120
010780203;06C081;33
010780203;06C091;61
010780203;06C121;32
010780203;06C12J;88
010780203;06C141;20
010780203;06C14J;45
010780203;06C19J;55
010780203;06C241;24
010780203;06C251;25
010780203;06C25J;37
010780203;06K02Z;572
010780203;06K04J;901
010780203;06M031;65
010780203;06M032;21
010780203;06M03T;116
010780203;06M04T;22
010780203;06M12T;85
010780203;06M16Z;21
010780203;06M18T;63
010780203;07C131;66
010780203;07C141;21
010780203;07C14J;29
010780203;07M021;23
010780203;07M02T;23
010780203;07M14T;24
010780203;08C14J;97
010780203;08C241;77
010780203;08C242;36
010780203;08C321;40
010780203;08C34J;25
010780203;08C37J;48
010780203;08C39J;54
010780203;08C43J;20
010780203;08C44J;115
010780203;08C45J;88
010780203;08C46J;58
010780203;08C481;53
010780203;08C482;20
010780203;08C492;26
010780203;08C493;20
010780203;08K02J;36
010780203;08M151;22
010780203;08M153;23
010780203;08M261;21
010780203;08M29T;52
010780203;09C03J;82
010780203;09C08J;54
010780203;09C101;26
010780203;09C10J;46
010780203;09C12J;36
010780203;09K02J;29
010780203;09M031;123
010780203;09M03T;46
010780203;10C101;56
010780203;10C131;86
010780203;10M13T;229
010780203;10M163;22
010780203;10M16T;45
010780203;11C11J;39
010780203;11C131;30
010780203;11M02T;90
010780203;11M041;58
010780203;11M12T;21
010780203;11M18Z;76
010780203;12C041;39
010780203;12C08J;33
010780203;12C13J;22
010780203;13C031;44
010780203;13C071;21
010780203;13C08J;26
010780203;13C10J;31
010780203;13C12J;80
010780203;13C17J;22
010780203;13K02Z;23
010780203;13K04Z;20
010780203;14C05J;50
010780203;14C08A;142
010780203;14M03A;56
010780203;14Z13A;221
010780203;14Z14A;305
010780203;14Z16T;37
010780203;14Z16Z;29
010780203;15M02Z;20
010780203;15M05A;654
010780203;15M06A;31
010780203;16M11T;60
010780203;19M02T;27
010780203;20Z051;145
010780203;21M10T;73
010780203;23K02Z;44
010780203;23M06T;37
010780203;23M15Z;47
010780203;23M20T;73
010780203;23M20Z;27
010780203;23Z02Z;24
010780203;28Z14Z;45
010780203;28Z17Z;142
010780203;90Z00Z;26218
010780294;28Z04Z;852
010789006;90Z00Z;10572
020000022;04M052;23
020000022;04M053;27
020000022;04M073;20
020000022;05M092;29
020000022;05M093;27
020000022;11M044;21
020000022;20Z041;43
020000022;23K02Z;86
020000048;04M033;31
020000048;19M062;71
020000048;19M063;64
020000048;19M072;35
020000048;23Z02Z;148
020000055;04M053;24
020000055;23Z02Z;40
020000063;01C061;36
020000063;01C081;101
020000063;01C08J;30
020000063;01C10J;23
020000063;01C14J;72
020000063;01C15J;576
020000063;01M11T;23
020000063;01M131;26
020000063;01M161;38
020000063;01M162;36
020000063;01M191;29
020000063;01M201;113
020000063;01M202;20
020000063;01M203;21
020000063;01M213;21
020000063;01M21T;479
020000063;01M221;98
020000063;01M22T;23
020000063;01M231;40
020000063;01M241;24
020000063;01M24T;42
020000063;01M251;50
020000063;01M252;53
020000063;01M253;39
020000063;01M25T;99
020000063;01M301;122
020000063;01M302;146
020000063;01M303;152
020000063;01M304;31
020000063;01M30T;40
020000063;01M32Z;21
020000063;01M34Z;46
020000063;01M35T;39
020000063;01M35Z;42
020000063;02C051;70
020000063;02C05J;794
020000063;02C07J;20
020000063;02M081;32
020000063;03C07J;21
020000063;03C09J;23
020000063;03C101;30
020000063;03C17J;21
020000063;03C21J;36
020000063;03C27J;85
020000063;03C28J;93
020000063;03K021;34
020000063;03K02J;477
020000063;03K03J;46
020000063;03M031;46
020000063;03M03T;60
020000063;03M051;25
020000063;03M05T;30
020000063;03M06T;20
020000063;03M10T;34
020000063;03M11T;64
020000063;03M131;20
020000063;04K02J;574
020000063;04M021;54
020000063;04M02T;41
020000063;04M031;32
020000063;04M032;27
020000063;04M033;48
020000063;04M03T;47
020000063;04M041;53
020000063;04M051;37
020000063;04M052;174
020000063;04M053;137
020000063;04M054;33
020000063;04M05T;71
020000063;04M072;43
020000063;04M073;72
020000063;04M074;31
020000063;04M092;33
020000063;04M093;25
020000063;04M094;23
020000063;04M09T;20
020000063;04M101;34
020000063;04M102;39
020000063;04M103;40
020000063;04M111;114
020000063;04M112;27
020000063;04M132;27
020000063;04M133;36
020000063;04M134;27
020000063;04M16T;22
020000063;04M182;101
020000063;04M18T;75
020000063;04M201;45
020000063;04M202;117
020000063;04M203;90
020000063;04M22Z;31
020000063;04M23Z;37
020000063;04M24E;65
020000063;05C101;41
020000063;05C102;22
020000063;05C142;25
020000063;05C151;67
020000063;05C152;55
020000063;05C17J;261
020000063;05C191;51
020000063;05C192;34
020000063;05C21J;32
020000063;05C221;20
020000063;05K051;156
020000063;05K052;83
020000063;05K053;20
020000063;05K061;530
020000063;05K062;92
020000063;05K06T;217
020000063;05K101;1382
020000063;05K102;147
020000063;05K103;45
020000063;05K10J;60
020000063;05K14Z;260
020000063;05K201;57
020000063;05K241;37
020000063;05K25J;29
020000063;05K26J;206
020000063;05M041;58
020000063;05M042;28
020000063;05M051;25
020000063;05M053;21
020000063;05M05T;72
020000063;05M081;111
020000063;05M082;29
020000063;05M08T;128
020000063;05M091;51
020000063;05M092;176
020000063;05M093;160
020000063;05M094;43
020000063;05M09T;91
020000063;05M12T;25
020000063;05M13T;114
020000063;05M15T;22
020000063;05M171;59
020000063;05M17T;41
020000063;05M22E;56
020000063;06C041;31
020000063;06C042;29
020000063;06C043;40
020000063;06C081;62
020000063;06C091;62
020000063;06C121;41
020000063;06C12J;64
020000063;06C241;25
020000063;06C251;28
020000063;06C25J;55
020000063;06K02Z;179
020000063;06K04J;1255
020000063;06K06J;23
020000063;06M021;80
020000063;06M022;28
020000063;06M02T;198
020000063;06M031;81
020000063;06M032;114
020000063;06M033;25
020000063;06M03T;128
020000063;06M041;49
020000063;06M042;120
020000063;06M043;25
020000063;06M04T;31
020000063;06M052;20
020000063;06M061;25
020000063;06M062;35
020000063;06M063;21
020000063;06M06T;20
020000063;06M08T;41
020000063;06M091;29
020000063;06M092;41
020000063;06M09T;50
020000063;06M121;34
020000063;06M12T;116
020000063;06M16Z;23
020000063;06M18T;101
020000063;06M18Z;69
020000063;07C131;23
020000063;07C141;49
020000063;07C14J;80
020000063;07M021;81
020000063;07M022;99
020000063;07M023;32
020000063;07M02T;24
020000063;07M042;25
020000063;07M063;20
020000063;07M072;38
020000063;07M101;33
020000063;07M102;49
020000063;07M10T;24
020000063;07M14T;95
020000063;07M14Z;40
020000063;08C141;53
020000063;08C14J;247
020000063;08C211;26
020000063;08C221;22
020000063;08C241;70
020000063;08C251;88
020000063;08C252;35
020000063;08C321;94
020000063;08C351;73
020000063;08C352;21
020000063;08C371;33
020000063;08C37J;80
020000063;08C391;200
020000063;08C392;22
020000063;08C39J;31
020000063;08C401;23
020000063;08C40J;60
020000063;08C42J;32
020000063;08C431;109
020000063;08C43J;125
020000063;08C441;154
020000063;08C44J;513
020000063;08C45J;32
020000063;08C461;36
020000063;08C46J;323
020000063;08C471;62
020000063;08C481;51
020000063;08C491;117
020000063;08C492;44
020000063;08C581;106
020000063;08C58J;478
020000063;08C59J;172
020000063;08C601;39
020000063;08C60J;41
020000063;08K02J;35
020000063;08M151;29
020000063;08M152;46
020000063;08M153;29
020000063;08M18T;26
020000063;08M201;52
020000063;08M221;22
020000063;08M261;26
020000063;08M29T;41
020000063;08M36Z;44
020000063;08M37T;30
020000063;09C031;24
020000063;09C03J;29
020000063;09C051;30
020000063;09C05J;40
020000063;09C06T;65
020000063;09C081;36
020000063;09C101;43
020000063;09C10J;68
020000063;09C12J;35
020000063;09K02J;85
020000063;09M021;73
020000063;09M031;144
020000063;09M03T;49
020000063;09M041;32
020000063;09M052;23
020000063;09M053;62
020000063;09M054;25
020000063;09M05T;44
020000063;09M071;21
020000063;10C101;25
020000063;10C121;27
020000063;10C131;79
020000063;10M07T;29
020000063;10M11T;32
020000063;10M162;60
020000063;10M163;161
020000063;10M164;25
020000063;10M16T;43
020000063;10M182;21
020000063;11C021;23
020000063;11C09J;37
020000063;11C111;114
020000063;11C11J;132
020000063;11C131;116
020000063;11C132;50
020000063;11C13J;41
020000063;11K08J;46
020000063;11M02T;39
020000063;11M031;96
020000063;11M041;60
020000063;11M042;69
020000063;11M043;84
020000063;11M044;81
020000063;11M062;59
020000063;11M122;32
020000063;11M12T;72
020000063;11M161;24
020000063;11M19Z;100
020000063;12C041;45
020000063;12C042;37
020000063;12C04J;40
020000063;12C06J;24
020000063;12C07J;40
020000063;12C08J;80
020000063;12C111;26
020000063;12M062;22
020000063;13C031;29
020000063;13C041;38
020000063;13C08J;22
020000063;13C12J;28
020000063;13K02Z;60
020000063;13K04Z;33
020000063;13M04T;25
020000063;14C05J;36
020000063;14C05Z;23
020000063;14C08A;188
020000063;14M02A;32
020000063;14M03A;105
020000063;14Z08Z;399
020000063;14Z13A;262
020000063;14Z13B;53
020000063;14Z14A;495
020000063;14Z14B;68
020000063;14Z16T;71
020000063;14Z16Z;45
020000063;15M02Z;20
020000063;15M05A;793
020000063;15M05B;254
020000063;15M06A;54
020000063;15M06B;29
020000063;15M07A;20
020000063;15M11B;24
020000063;16M09T;40
020000063;16M102;25
020000063;16M10T;28
020000063;16M111;40
020000063;16M112;77
020000063;16M113;33
020000063;16M11T;77
020000063;16M14Z;43
020000063;17K041;117
020000063;17K07J;43
020000063;17M061;68
020000063;17M062;47
020000063;17M06T;160
020000063;17M14Z;45
020000063;17M153;23
020000063;17M16T;47
020000063;18M021;88
020000063;18M042;22
020000063;18M043;33
020000063;18M072;27
020000063;19M021;28
020000063;19M02T;44
020000063;19M062;23
020000063;19M063;30
020000063;19M06T;30
020000063;19M07T;22
020000063;19M111;22
020000063;19M11T;44
020000063;19M191;45
020000063;19M22T;58
020000063;19M22Z;59
020000063;20Z051;141
020000063;21C061;20
020000063;21M021;75
020000063;21M02T;29
020000063;21M101;28
020000063;21M10T;144
020000063;23K02Z;346
020000063;23K03J;55
020000063;23M061;95
020000063;23M062;215
020000063;23M063;65
020000063;23M064;23
020000063;23M06T;50
020000063;23M101;42
020000063;23M102;57
020000063;23M20T;327
020000063;23M20Z;271
020000063;23M21T;139
020000063;23Z02Z;21
020000063;28Z04Z;15244
020000063;28Z07Z;8944
020000063;28Z11Z;403
020000063;28Z14Z;1200
020000063;28Z16Z;494
020000063;28Z17Z;1516
020000063;28Z18Z;14228
020000063;28Z19Z;791
020000063;28Z24Z;25
020000071;04M053;21
020000071;23K02Z;78
020000071;23M063;33
020000071;23M064;32
020000071;23M20Z;21
020000071;23Z02Z;86
020000253;01C051;20
020000253;01C101;93
020000253;01C15J;54
020000253;01M201;62
020000253;01M21T;78
020000253;01M25T;27
020000253;01M32Z;111
020000253;02C05J;244
020000253;03C28J;94
020000253;03K02J;126
020000253;03M031;47
020000253;03M03T;28
020000253;04M033;46
020000253;04M052;105
020000253;04M053;143
020000253;04M054;54
020000253;04M05T;22
020000253;04M073;24
020000253;04M074;33
020000253;04M093;23
020000253;04M103;20
020000253;04M111;21
020000253;04M202;55
020000253;04M203;54
020000253;04M24E;29
020000253;05K14Z;30
020000253;05M051;22
020000253;05M052;29
020000253;05M053;27
020000253;05M05T;31
020000253;05M061;35
020000253;05M073;45
020000253;05M081;48
020000253;05M082;41
020000253;05M083;23
020000253;05M084;21
020000253;05M08T;63
020000253;05M091;37
020000253;05M092;114
020000253;05M093;105
020000253;05M094;27
020000253;05M09T;25
020000253;05M131;23
020000253;05M13T;175
020000253;05M152;23
020000253;05M161;84
020000253;05M162;22
020000253;05M16T;22
020000253;05M172;21
