,Numero_finess,Médecins libéraux,Autres personnels médicaux libéraux,Médecins salariés,Autres personnels médicaux salariés,Personnels de direction et administratifs,Personnels des services de soins,Personnels éducatifs et sociaux,Personnels médico-techniques,Personnels techniques et ouvriers,Points_ISA,stjr,Internes,Personnel médical,Personnel médical si LIB=0.1,Personnel médical si LIB=0.9
620,590780060,2.5,9.0,0.0,0.67,13.99,33.05,,0.73,1.07,11633.69,2,3.51,12.17,2.9699999999999998,21.37
621,590780094,3.0,0.0,0.0,2.0,9.1,18.1,0.15,3.0,1.5,10807.136666666664,2,0.0,5.0,2.6,7.3999999999999995
622,590780193,0.0,0.0,155.50511111111112,164.3251666666667,142.84444444444443,809.5844444444444,12.0775,131.76,245.85125,4628567.033333332,1,447.9677777777778,319.83027777777784,319.83027777777784,319.83027777777784
623,590780227,0.0,0.0,71.115,32.73,59.94,360.08000000000004,3.125,50.05,112.42,508457.3033333332,1,113.72999999999999,103.845,103.845,103.845
624,590780250,11.5,17.0,0.0,1.05,21.8,127.7,,,6.5,55461.62,2,0.0,29.55,6.749999999999999,52.349999999999994
625,590780268,75.5,24.0,1.6,6.45,29.9,530.2,1.2,45.8,43.0,378532.95166666666,2,3.0,107.55,27.95,187.14999999999998
626,590780284,0.0,0.0,107.74000000000001,46.040000000000006,248.87,638.43,10.66,73.91,47.54,879740.9100000001,3,198.12,153.78000000000003,153.78000000000003,153.78000000000003
627,590780342,6.5,13.5,0.0,1.01,6.0,23.2,,,1.8,9783.19,2,0.0,21.01,5.01,37.01
628,590780383,73.0,50.0,2.5,3.0,43.1,309.4,0.4,11.3,10.5,199438.7899999999,2,0.0,128.5,30.1,226.9
629,590781415,0.0,0.0,114.84,53.93,214.14,1124.73,13.54,110.25,206.7,973265.6333333332,1,198.0,168.77,168.77,168.77
630,590781571,3.5,7.5,0.0,0.8,6.3,27.6,,4.0,3.2,43594.9,2,0.0,11.8,3.0,20.6
631,590781605,0.0,0.0,67.05,41.650000000000006,148.04,847.13,17.67,51.86,127.68,616535.9233333331,1,75.99,108.7,108.7,108.7
632,590781621,0.0,0.0,26.169999999999998,5.99,29.44,158.16,4.39,3.7,32.12,90849.09,1,12.0,32.16,32.16,32.16
633,590781662,0.0,0.0,36.49,12.99,41.88,301.76,2.83,16.85,34.32,171335.6733333333,1,0.0,49.480000000000004,49.480000000000004,49.480000000000004
634,590781670,0.0,0.0,12.8,4.779999999999999,30.26,251.29,2.71,9.57,38.86,56256.543333333335,1,12.0,17.58,17.58,17.58
635,590781795,0.0,0.0,11.209999999999999,1.8599999999999999,29.14,153.99,4.07,5.4,48.57,63217.08833333334,1,7.460000000000001,13.069999999999999,13.069999999999999,13.069999999999999
636,590781803,0.0,0.0,82.57000000000001,40.19,166.7,1017.24,16.6,61.64,98.13,525093.8399999996,1,61.199999999999996,122.76,122.76,122.76
637,590781902,0.0,0.0,91.25,32.56,110.155,571.13,17.49,84.51,191.9,690452.1183333334,1,147.84,123.81,123.81,123.81
638,590781951,10.0,9.0,2.6,1.1,13.3,126.5,0.6,,11.8,61716.46000000001,2,0.0,22.700000000000003,7.5,37.9
639,590782165,4.5,2.0,44.32000000000001,26.7,109.48,626.02,17.05,43.86,87.97,397767.635,1,43.68,77.52000000000001,72.32000000000001,82.72000000000001
640,590782215,0.0,0.0,207.5,135.415,145.54333333333335,822.1233333333334,27.46,119.275,123.09666666666668,2149799.6483333334,1,278.79,342.91499999999996,342.91499999999996,342.91499999999996
641,590782256,2.0,0.0,0.9,2.2,5.2,9.75,,4.7,1.8,643.73,2,0.0,5.1,3.5,6.7
642,590782298,20.0,14.5,1.9900000000000004,1.1600000000000001,30.97,204.68,0.8,9.58,8.35,149057.28499999997,2,0.0,37.650000000000006,10.05,65.25
643,590782421,0.0,0.0,137.68,61.39000000000001,140.955,352.54800000000006,6.83,127.38,58.562,1115638.2433333334,1,97.80166666666666,199.07000000000002,199.07000000000002,199.07000000000002
644,590782439,0.0,0.0,11.9,2.4,30.18,108.44,5.24,8.44,22.26,31598.13,1,3.69,14.3,14.3,14.3
645,590782546,11.5,1.0,10.629999999999999,1.67,19.88,162.05,1.94,2.15,25.8,8369.266666666666,2,0.0,24.799999999999997,14.799999999999999,34.8
646,590782553,51.0,21.0,2.0,2.8,27.5,199.7,0.2,15.7,6.5,166249.02999999997,2,0.0,76.8,19.2,134.4
647,590782637,0.0,0.0,58.295,29.119999999999997,58.965,285.51,2.21,71.45,36.18,405178.2383333334,1,50.96,87.41499999999999,87.41499999999999,87.41499999999999
648,590782645,0.0,0.0,4.67,1.67,19.03,67.78,1.12,4.38,15.91,18003.053333333333,1,6.0,6.34,6.34,6.34
649,590782652,0.0,0.0,13.79,9.64,26.330000000000002,127.59,1.51,11.96,37.73,153092.40333333335,1,23.86,23.43,23.43,23.43
650,590783239,0.0,0.0,114.88,73.60000000000001,225.49,1238.65,26.19,90.19,198.82,790054.198333333,1,211.20000000000002,188.48000000000002,188.48000000000002,188.48000000000002
651,590785374,0.0,0.0,15.69,5.55,31.6,101.04,0.75,6.15,3.68,89997.18333333332,3,12.96,21.24,21.24,21.24
652,590788964,9.0,6.0,0.43,1.7,12.2,42.98,,6.2,4.0,27002.016666666663,2,0.0,17.13,5.13,29.13
653,590790655,8.0,7.5,0.0,1.0,9.29,35.06,,3.5,1.5,32004.239999999994,2,0.0,16.5,4.1,28.9
654,590797353,0.0,0.0,85.67,47.900000000000006,125.73,733.95,13.68,44.58,96.99,634863.713333333,3,179.64000000000001,133.57,133.57,133.57
655,590806360,2.0,2.5,18.89,2.56,33.3,158.55,1.91,2.35,19.61,10398.155,2,9.0,25.95,22.349999999999998,29.55
656,590813176,7.5,5.0,0.2,1.1,11.69,45.43,,1.32,6.18,24114.935,2,0.0,13.799999999999999,3.8000000000000003,23.8
657,590813382,4.5,10.5,0.0,1.0,14.05,90.01,,7.84,5.87,80039.98999999999,2,0.0,16.0,4.0,28.0
658,590813507,15.0,8.0,1.42,1.41,25.24,109.97,2.18,4.76,3.99,82279.18499999997,2,0.0,25.830000000000002,7.43,44.23
659,590815056,6.0,6.0,2.0,1.3,22.76,97.17,2.1,7.44,2.57,93676.19666666666,2,0.0,15.3,5.7,24.9
660,590816310,24.0,15.0,0.7,0.0,26.29,148.05,0.5,3.08,7.6,126815.945,2,0.0,39.7,8.5,70.9
661,590817458,26.0,11.5,2.5,1.05,8.7,83.6,0.6,,8.5,49441.91999999999,2,0.0,41.05,11.05,71.05
662,590817839,1.0,0.0,5.9,1.13,8.3,70.0,1.4,,10.0,134.79,2,0.0,8.030000000000001,7.23,8.83
663,600008643,3.5,,0.0,,3.0,6.0,,,,1448.1999999999998,2,0.0,,,
664,600010862,2.5,10.0,0.0,0.0,1.0,,,,,34091.85,2,0.0,12.5,2.5,22.5
665,600100168,1.5,0.0,14.12,9.67,15.0,59.08,0.5,2.5,6.0,88274.67833333332,3,0.0,25.29,24.09,26.490000000000002
666,600100184,2.0,0.0,4.4,0.2,10.6,48.0,1.0,,8.0,6405.929999999999,2,0.0,6.6000000000000005,5.000000000000001,8.2
667,600100572,0.0,0.0,8.32,1.78,16.4,95.92,0.2,4.6,8.29,17192.243333333336,1,0.0,10.1,10.1,10.1
668,600100648,2.5,0.5,34.54,9.59,48.01,239.18,4.35,16.02,62.15,86225.785,1,18.0,47.129999999999995,44.730000000000004,49.53
669,600100713,0.0,0.0,120.20499999999998,52.919999999999995,119.305,562.71,5.65,120.59,301.89,676726.2533333338,1,175.14,173.12499999999997,173.12499999999997,173.12499999999997
670,600100721,0.0,0.0,76.26499999999999,32.77,52.652499999999996,319.21000000000004,4.243333333333333,36.556666666666665,74.80333333333333,836517.8183333332,1,55.42,109.035,109.035,109.035
671,600100754,34.0,23.5,3.9799999999999995,2.0,51.64,356.47,,11.86,16.39,211712.6266666666,2,0.0,63.48,17.48,109.47999999999999
672,600101984,2.0,2.5,86.35,38.769999999999996,121.435,691.935,6.135,50.845,101.05,784200.7933333336,1,107.1,129.62,126.02,133.21999999999997
673,600110175,4.0,9.0,1.0,0.9,21.82,72.7,,2.0,4.0,66473.815,2,0.0,14.9,4.5,25.299999999999997
674,610006421,7.0,7.0,1.5,1.0,15.44,53.1,0.8,1.0,4.0,28261.76,2,0.0,16.5,5.3,27.7
675,610780074,2.0,0.0,20.02,9.41,57.8,288.94,4.4,13.89,75.95,114141.25333333333,1,0.0,31.43,29.83,33.03
676,610780082,0.0,0.0,64.48333333333332,39.029999999999994,55.56333333333334,323.99333333333334,2.83,31.95,59.129999999999995,508911.083333333,1,43.8,103.51333333333332,103.51333333333332,103.51333333333332
677,610780090,1.5,1.5,44.71,20.85,91.07,473.21,5.15,22.83,56.69,376473.93333333335,1,51.900000000000006,68.56,66.16,70.96000000000001
678,610780140,3.5,0.0,1.8900000000000001,0.65,11.82,36.9,1.0,1.72,24.01,5615.813333333334,1,2.25,6.040000000000001,3.2399999999999998,8.84
679,610780165,0.0,0.0,35.51999999999999,25.775000000000002,57.035,212.18999999999997,3.88,43.47,37.43,367380.94833333313,1,67.89,61.29499999999999,61.29499999999999,61.29499999999999
680,610790594,2.5,0.0,14.26,2.9,18.75,125.355,1.2,11.58,31.665,89990.40833333335,1,3.675,19.659999999999997,17.66,21.659999999999997
681,620000026,3.0,1.0,27.76,15.489999999999998,148.46,450.93,9.18,26.99,98.97,240256.73499999996,3,8.46,47.25,44.05,50.45
682,620003350,0.0,0.0,38.87,1.83,47.9,337.72,5.39,15.85,26.91,165029.43333333332,3,3.0,40.699999999999996,40.699999999999996,40.699999999999996
683,620003376,6.0,9.5,41.05,23.9,73.19,354.38,2.1,19.97,8.87,447224.0733333332,3,6.0,80.44999999999999,68.05,92.85
684,620006049,12.0,9.5,0.0,0.8,31.08,100.6,,2.8,2.0,96835.57500000004,2,0.0,22.3,5.1,39.49999999999999
685,620025346,14.5,2.0,33.51,15.629999999999999,72.96,337.56,2.52,18.68,24.73,355748.20833333326,3,1.5,65.64,52.44,78.84
686,620100057,0.0,0.0,121.91499999999996,55.24666666666666,71.05,366.705,9.736666666666666,92.8,99.00999999999999,786760.5533333335,1,112.0,177.16166666666663,177.16166666666663,177.16166666666663
687,620100099,37.5,19.5,3.1599999999999997,3.0999999999999996,27.91,273.55,0.45,9.01,9.97,195220.44666666663,2,0.0,63.26,17.66,108.85999999999999
688,620100487,9.0,7.5,0.5,1.0,23.22,100.19,0.5,1.5,4.0,33914.48,2,0.0,18.0,4.8,31.2
689,620100651,2.0,0.5,69.76,27.880000000000006,177.5,915.63,11.36,91.46,188.99,633528.9183333333,1,130.47,100.14000000000001,98.14000000000001,102.14000000000001
690,620100685,4.5,0.0,168.04999999999995,100.92,141.415,859.14,13.415000000000001,134.44,105.505,972786.683333333,1,184.41,273.46999999999997,269.86999999999995,277.06999999999994
691,620100735,25.0,12.5,4.4399999999999995,1.0,32.92,199.28,0.73,7.04,8.66,131349.84999999998,2,0.0,42.94,12.94,72.94
692,620100750,13.5,5.5,0.12,1.9700000000000002,19.55,90.24,,2.0,3.0,64506.95499999998,2,0.0,21.089999999999996,5.890000000000001,36.29
693,620101311,19.5,22.0,2.0,1.2,14.87,144.75,0.5,2.38,14.81,104699.92166666666,2,0.0,44.7,11.5,77.9
694,620101337,0.0,0.0,89.93,59.99,148.62,1033.63,19.3,73.27,137.59,539398.5733333334,1,111.03,149.92000000000002,149.92000000000002,149.92000000000002
695,620101360,0.0,0.0,75.63,34.46,141.49,815.87,12.59,73.16,114.8,529893.5333333331,1,43.589999999999996,110.09,110.09,110.09
696,620101501,33.5,15.0,1.0,0.0,60.8,284.53,1.0,10.0,9.5,292674.40500000014,2,0.0,49.5,10.7,88.30000000000001
697,620103432,0.0,0.0,50.015,29.990000000000002,58.629999999999995,294.8,3.275,46.3,57.395,416252.3333333333,1,83.25,80.005,80.005,80.005
698,620103440,1.0,0.0,125.59,71.17999999999999,241.17,499.41333333333336,24.57,107.19,261.78,969571.4383333336,1,174.0,197.76999999999998,196.97,198.57
699,620105940,0.0,0.0,3.19,1.72,16.0,78.96,0.9,1.0,2.9,11759.891666666666,2,0.0,4.91,4.91,4.91
700,620106088,15.5,5.0,2.0,0.55,4.35,60.43,0.4,1.19,1.32,17371.48,2,0.0,23.05,6.6499999999999995,39.45
701,620116046,4.5,6.0,0.0,0.0,7.02,10.97,,,,6201.200000000001,2,0.0,10.5,2.1,18.9
702,620118513,30.5,16.5,5.5,2.1,38.47,281.09,0.47,3.92,30.65,204299.82166666657,2,0.0,54.6,17.0,92.19999999999999
703,630000479,0.0,0.0,61.199999999999996,20.64,118.38,278.6,3.0,150.75,41.85,224569.625,3,139.98,81.84,81.84,81.84
704,630180032,2.5,0.0,1.3,1.0,10.5,79.43,1.0,4.4,17.41,5098.133333333334,1,4.800000000000001,4.8,2.8,6.8
705,630780211,49.5,19.0,3.0,2.0,41.91,227.86,1.0,8.76,9.23,243650.8066666666,2,0.0,73.5,18.7,128.3
706,630780369,33.0,6.5,0.2,0.86,15.89,59.77,,1.35,2.0,47984.60999999999,2,0.0,40.56,8.959999999999999,72.16
707,630780989,2.0,0.0,163.87833333333336,135.06,166.2325,951.455,13.435000000000002,135.76000000000002,216.9925,2724090.5633333344,1,370.3833333333334,300.9383333333334,299.33833333333337,302.53833333333336
708,630780997,3.0,0.0,11.319999999999997,1.52,16.21,186.19,2.24,10.57,22.7,57770.87333333332,1,10.379999999999999,15.839999999999996,13.439999999999996,18.239999999999995
709,630781003,1.0,2.5,31.05,9.3,43.67,263.29,2.73,12.12,27.94,187884.1683333334,1,40.5,43.849999999999994,41.05,46.650000000000006
710,630781011,0.0,0.0,29.339999999999996,10.14,65.2,368.38,2.94,29.08,64.97,313558.5033333335,1,44.79,39.48,39.48,39.48
711,630781029,1.0,0.0,29.910000000000004,16.419999999999998,34.48,379.98,5.1,21.6,27.52,158848.52833333335,1,27.75,47.33,46.53,48.13
712,630781367,,0.0,,5.79,17.2,102.65,2.25,4.25,49.19,13774.483333333334,1,0.0,,,
713,630781821,3.5,6.0,3.1,1.2,16.75,117.7,1.5,1.3,24.8,1555.15,2,0.0,13.799999999999999,6.2,21.4
714,630781839,25.0,37.0,1.98,2.84,43.33,382.06,0.8,4.8,21.16,198101.56999999995,2,9.0,66.82000000000001,17.22,116.42000000000002
715,640016580,22.5,0.0,0.0,1.12,12.05,122.98,0.94,2.3,2.06,149660.37000000002,3,0.0,23.62,5.62,41.62
716,640017638,5.5,3.0,20.080000000000002,5.75,27.18,139.39,0.26,8.07,15.93,102626.37999999998,1,12.299999999999999,34.33,27.530000000000005,41.13
717,640018206,33.0,31.5,0.9,2.23,52.61,398.12,1.77,12.39,23.71,317353.3316666663,2,0.0,67.63000000000001,16.03,119.23
718,640019220,5.5,10.0,0.0,0.4,7.86,93.92,,3.0,5.12,75597.77499999998,2,0.0,15.9,3.5,28.299999999999997
719,640780268,2.5,19.5,0.0,1.17,28.44,65.58,,3.51,5.01,24833.73,2,0.0,23.17,5.57,40.77
720,640780417,0.0,0.0,177.90999999999997,93.43,138.43,1009.9,18.76,65.825,328.45,1366391.6083333325,1,162.995,271.34,271.34,271.34
721,640780490,20.0,12.5,9.09,1.37,31.84,173.67,1.23,4.38,4.84,140432.9966666667,2,0.0,42.96,16.96,68.96000000000001
722,640780557,0.0,0.5,8.02,1.16,15.54,77.24,3.74,3.23,15.28,4783.43,3,0.0,9.68,9.28,10.08
723,640780623,0.0,0.0,5.48,1.07,8.84,70.96,1.06,1.25,9.77,3807.476666666667,2,0.0,6.550000000000001,6.550000000000001,6.550000000000001
724,640780672,0.0,0.0,6.7700000000000005,1.12,14.01,107.49,0.95,1.62,12.96,1780.44,2,0.0,7.890000000000001,7.890000000000001,7.890000000000001
725,640780748,11.0,17.0,9.84,2.03,31.28,154.35,1.0,7.59,11.78,127908.0366666667,2,0.0,39.870000000000005,17.47,62.269999999999996
726,640780813,0.0,0.0,29.400000000000002,5.3,53.42,256.62,2.0,19.0,51.57,101013.2733333333,1,23.31,34.7,34.7,34.7
727,640780821,1.0,1.0,23.65,9.409999999999998,54.84,233.18,3.5,23.27,51.09,200351.5533333333,1,21.0,35.059999999999995,33.459999999999994,36.66
728,640780862,0.0,0.0,6.0,43.28999999999999,104.77,797.69,47.51,5.6,109.45,413.12,1,35.67,49.28999999999999,49.28999999999999,49.28999999999999
729,640780938,16.5,0.0,8.4,1.8,21.7,109.9,1.0,4.71,4.46,34139.676666666666,2,0.0,26.7,13.5,39.9
730,640780946,19.5,19.5,1.09,2.9,28.03,197.61,2.0,4.65,7.8,176823.67500000002,2,3.0,42.99,11.790000000000001,74.19000000000001
731,640780987,3.5,4.5,0.0,1.01,8.93,27.87,,5.18,,28848.26,2,0.0,9.01,2.6100000000000003,15.409999999999998
732,640781225,16.0,5.0,3.4,1.65,21.33,110.16,1.17,1.61,3.59,75533.42000000001,2,0.0,26.049999999999997,9.25,42.85
733,640781290,0.0,0.0,184.36,59.28,298.44,1568.48,19.32,133.31,246.07,1077879.1633333336,1,223.82999999999998,243.64000000000001,243.64000000000001,243.64000000000001
734,640781308,2.5,,1.0,,14.19,26.42,0.1,,1.0,12975.47,2,0.0,,,
735,650002579,6.0,13.0,1.0,1.0,29.1,174.29,,3.0,3.0,92224.49500000002,2,0.0,21.0,5.800000000000001,36.2
736,650780158,0.0,0.0,40.0,15.52,57.99,306.64,1.33,24.23,88.2,149909.9533333333,1,19.59,55.519999999999996,55.519999999999996,55.519999999999996
737,650780166,0.0,0.0,15.359999999999998,1.79,22.05,169.535,4.785,4.8549999999999995,40.81,12705.94,1,7.95,17.15,17.15,17.15
738,650780174,0.0,7.5,15.175,34.4,51.589999999999996,375.325,20.87,12.205,77.535,139633.32833333325,1,12.86,57.075,51.075,63.075
739,650780679,19.5,4.0,8.43,2.2,19.9,196.27,1.8,5.0,3.5,116702.98166666666,2,0.0,34.13,15.330000000000002,52.93000000000001
740,650783160,0.0,0.0,106.10000000000001,45.5,64.61,326.74,3.5233333333333334,85.83,56.18666666666666,592211.6833333331,1,74.0,151.60000000000002,151.60000000000002,151.60000000000002
741,660006305,15.5,13.5,4.0,1.9,39.68,179.91,,10.0,3.0,248037.67000000007,3,0.0,34.9,11.700000000000001,58.1
742,660009689,7.5,0.0,3.3600000000000003,1.0,12.45,60.61,1.0,1.98,13.5,5098.133333333334,3,0.0,11.86,5.86,17.86
743,660780180,0.0,0.0,199.825,86.61,164.735,952.36,10.24,90.95,151.91,1333064.0983333336,1,263.52,286.435,286.435,286.435
744,660780271,1.0,0.0,3.33,0.83,11.72,84.92,3.15,1.56,18.17,5098.133333333334,1,0.0,5.16,4.36,5.96
745,660780628,8.0,5.5,3.0,1.0,10.0,51.65,,0.86,5.0,45172.76,2,0.0,17.5,6.699999999999999,28.299999999999997
746,660780669,4.5,8.5,0.0,0.8,10.48,106.01,,1.5,5.5,48308.36499999999,2,0.0,13.8,3.4000000000000004,24.2
747,660780776,2.5,5.0,3.0,1.0,10.0,47.0,,,2.0,24818.07,2,0.0,11.5,5.5,17.5
748,660780784,52.5,14.5,0.0,4.0,61.58,410.38,0.95,14.32,18.14,405792.0366666667,2,0.0,71.0,17.4,124.6
749,660790387,38.5,18.5,1.37,2.11,58.74,416.2,0.8,9.72,21.48,268724.8066666666,2,1.5,60.48,14.879999999999999,106.08
750,670000033,3.0,0.0,36.64,11.61,106.53,160.32,,98.88,34.7,62800.27833333332,3,54.34,51.25,48.85,53.65
751,670000215,0.0,0.0,8.97,1.8,25.16,265.48,4.86,9.84,13.46,30402.153333333332,3,0.0,10.770000000000001,10.770000000000001,10.770000000000001
752,670013325,9.0,,0.0,,9.0,8.0,,,,2168.27,2,0.0,,,
753,670013341,4.5,,0.0,,2.0,3.25,,,,1931.65,2,0.0,,,
754,670014042,0.0,0.0,0.7,0.09,1.43,5.37,0.53,0.08,0.11,1709.21,3,0.0,0.7899999999999999,0.7899999999999999,0.7899999999999999
755,670017458,21.5,4.0,5.140000000000001,0.23,11.06,46.49,,0.32,1.35,12168.06,3,0.0,30.87,10.470000000000002,51.269999999999996
756,670017755,0.0,0.0,34.809999999999995,23.369999999999997,44.91,234.77499999999998,2.08,24.145,48.455,411222.5583333335,1,45.19500000000001,58.17999999999999,58.17999999999999,58.17999999999999
757,670018068,46.5,67.5,0.0,5.96,100.23,514.82,1.2,31.09,19.67,657450.875,3,0.0,119.96,28.76,211.16
758,670780055,0.0,0.0,183.91983333333337,139.2425,201.23,1087.316,14.268,183.79,323.5525,3953409.973333332,1,415.1635,323.1623333333334,323.1623333333334,323.1623333333334
759,670780170,21.5,18.5,2.0,4.7,38.2,279.41,0.5,11.43,6.15,184278.18166666664,2,0.0,46.7,14.7,78.7
760,670780188,7.5,18.0,14.21,8.0,78.02,238.81,1.21,3.49,15.91,190537.675,3,7.5,47.71,27.310000000000002,68.11
761,670780212,31.5,28.5,14.81,7.59,50.01,457.63,3.82,16.79,5.0,299220.0083333333,3,6.0,82.4,34.4,130.4
762,670780337,12.0,1.0,109.84,41.529999999999994,186.22,1037.5,9.51,94.5,157.05,820059.8133333335,1,187.82999999999998,164.37,153.97,174.77
763,670780345,0.0,0.0,50.3,26.419999999999998,72.76,527.22,6.2,51.15,85.68,350749.58333333343,1,102.0,76.72,76.72,76.72
764,670780378,16.5,12.0,0.17,2.8,35.6,175.77,0.2,4.34,28.9,203995.66,3,0.0,31.470000000000002,8.669999999999998,54.269999999999996
765,670780386,13.0,12.5,0.5,1.25,16.99,77.64,,4.0,1.0,66790.03,2,0.0,27.25,6.85,47.650000000000006
766,670780543,0.0,0.0,29.600000000000005,12.959999999999999,39.43,218.23,1.44,23.62,49.21,131108.13999999998,1,6.48,42.56,42.56,42.56
767,670780584,0.0,0.0,11.82,3.08,47.17,206.09,4.14,8.74,75.33,23158.80333333334,1,3.24,14.9,14.9,14.9
768,670797539,3.0,2.5,11.75,0.6,8.53,86.28,1.62,,0.91,21047.27333333333,3,3.0,17.85,13.45,22.25
769,670798636,8.0,3.5,6.2,0.0,18.85,71.51,1.3,3.75,,34182.54333333334,3,12.0,17.7,8.5,26.900000000000002
770,680000320,33.0,28.5,0.0,0.0,51.07,377.44,0.8,10.02,4.14,286577.78,3,0.0,61.5,12.3,110.7
771,680000411,4.0,0.0,11.4,1.4,25.95,148.18,3.55,4.7,23.8,25893.195,1,0.0,16.8,13.600000000000001,20.0
772,680000494,28.0,23.5,1.0,6.24,138.68,364.51,,70.29,14.91,372000.39,3,0.0,58.74,17.54,99.94
773,680000882,0.0,,2.0,,11.55,126.95,2.73,1.0,3.75,10012.38,3,0.0,,,
774,680000973,0.0,0.0,218.86,130.9,199.705,1153.5,20.525000000000002,111.335,212.355,1737655.9633333343,1,254.925,349.76,349.76,349.76
775,680001005,0.0,0.0,18.669999999999998,4.279999999999999,30.48,126.41,1.0,12.68,12.52,48008.52333333334,1,3.0,22.949999999999996,22.949999999999996,22.949999999999996
776,680001179,0.0,0.0,12.8,44.87,106.31,673.73,62.68,4.49,132.5,2898.62,1,33.0,57.67,57.67,57.67
777,680001195,23.5,10.0,27.12,18.21,87.06,355.72,1.42,32.75,18.49,335437.8350000001,3,0.0,78.83000000000001,52.03,105.63
778,680020088,1.0,4.0,5.3,3.4800000000000004,32.01,107.62,0.8,2.86,2.87,73561.46,3,0.0,13.780000000000001,9.780000000000001,17.78
779,680020336,1.5,0.0,107.40191666666665,47.83583333333334,71.66625,362.1775,8.964999999999998,50.124,76.44857142857143,1870359.7983333329,1,88.896,156.73775,155.53775,157.93775
780,690000245,0.0,0.0,20.209999999999997,2.1,34.37,233.92,6.8,4.76,7.82,117691.98999999998,3,26.64,22.31,22.31,22.31
781,690000427,1.5,3.0,28.99,9.36,72.66,383.24,14.15,6.77,46.96,131126.0433333333,3,22.169999999999998,42.849999999999994,39.25,46.449999999999996
782,690000880,0.0,0.0,125.65,50.17,328.35,604.75,8.87,383.92,33.53,589632.0700000001,3,153.51,175.82,175.82,175.82
783,690022959,19.0,25.5,0.0,2.9,21.57,152.63,1.0,10.0,6.34,87025.31999999999,2,3.0,47.4,11.799999999999999,83.0
784,690023239,33.0,34.0,0.0,1.0,30.89,150.75,,16.91,4.17,129319.47500000002,2,6.0,68.0,14.399999999999999,121.6
785,690023411,38.5,30.5,0.1,3.61,85.22,436.77,2.0,16.46,26.36,360138.0916666667,2,27.0,72.71,17.509999999999998,127.90999999999998
786,690029186,6.0,,0.0,,1.86,5.28,,,0.02,841.55,2,0.0,,,
787,690031455,0.0,,2.1,,1.68,20.4,,1.53,,9587.173333333334,1,0.0,,,
788,690041124,36.0,28.5,0.11,0.8,84.74,487.21,1.19,0.15,1.0,466911.435,2,16.5,65.41,13.810000000000002,117.01
789,690041132,0.0,0.0,69.20999999999998,13.8,117.13,536.7,14.52,,,392189.45333333325,3,15.21,83.00999999999998,83.00999999999998,83.00999999999998
790,690042080,3.5,2.0,0.5,0.0,1.0,12.1,,,,7962.25,2,0.0,6.0,1.6,10.4
791,690043237,0.0,0.0,2.7,1.64,4.6899999999999995,46.160000000000004,0.635,4.12,3.9050000000000002,4225.83,1,2.4899999999999998,4.34,4.34,4.34
792,690043476,,6.5,,0.0,1.0,8.42,,,,2324.94,2,0.0,,,
793,690780036,0.0,0.0,23.580000000000005,8.69,47.69,226.55,5.98,13.1,40.87,100061.01833333336,1,7.59,32.27,32.27,32.27
794,690780044,0.0,0.0,9.35,6.53,20.26,122.4,1.7,3.77,8.04,44498.44499999999,1,11.7,15.879999999999999,15.879999999999999,15.879999999999999
795,690780069,0.5,0.0,1.12,0.63,5.52,46.55,0.71,1.2,7.34,5098.133333333334,1,0.0,2.25,1.85,2.65
796,690780093,0.0,0.0,30.400000000000002,23.630000000000006,104.24,251.56,,50.61,52.15,55029.82,1,23.669999999999998,54.03000000000001,54.03000000000001,54.03000000000001
797,690780226,4.5,8.5,0.0,0.0,4.91,12.17,,,,3804.49,2,0.0,13.0,2.6,23.4
798,690780259,7.5,23.5,0.0,0.68,12.48,41.55,,2.6,2.0,54726.880000000005,2,0.0,31.68,6.88,56.480000000000004
799,690780358,40.0,34.5,2.09,0.0,50.7,257.2,1.0,18.6,12.2,169846.1350000001,2,0.0,76.59,16.990000000000002,136.19
800,690780366,27.5,17.0,0.0,2.0,19.8,125.96,0.5,19.1,7.5,120991.0916666667,2,0.0,46.5,10.9,82.1
801,690780390,45.0,17.5,3.26,1.83,29.96,150.41,0.71,12.67,4.51,194079.26666666672,2,0.0,67.58999999999999,17.59,117.59
802,690780416,13.5,11.0,31.979999999999997,7.98,72.48,307.94,3.79,6.77,20.34,292023.0349999999,3,2.7,64.46,44.86,84.06
803,690780648,34.0,29.0,2.0,2.8499999999999996,62.54,346.46,0.82,15.2,12.13,400701.39166666666,2,11.01,67.85,17.450000000000003,118.24999999999999
804,690780655,20.0,19.0,5.0,1.22,20.7,129.95,2.85,5.03,5.6,89464.51166666669,2,0.0,45.22,14.020000000000001,76.41999999999999
805,690780663,10.0,21.0,0.0,2.0,29.47,110.33,0.19,17.45,3.0,125446.105,2,0.0,33.0,8.2,57.800000000000004
806,690781810,0.0,0.0,116.56959149184149,110.51825641025643,145.87142857142857,794.5776923076921,11.562307692307693,97.77076923076923,185.81071428571428,6259637.033333335,1,203.41034920634922,227.0878479020979,227.0878479020979,227.0878479020979
807,690782222,0.0,0.0,132.405,59.53,110.98,523.36,9.34,82.27,69.795,961518.4100000006,1,138.66,191.935,191.935,191.935
808,690782230,0.5,0.0,2.78,0.74,7.07,56.16,0.75,2.5,15.23,8416.853333333334,1,0.0,4.02,3.62,4.42
809,690782248,1.0,0.0,0.69,0.76,3.56,43.08,0.5,2.96,9.27,5098.133333333334,1,0.0,2.45,1.65,3.25
