,Numero_finess,Médecins libéraux,Autres personnels médicaux libéraux,Médecins salariés,Autres personnels médicaux salariés,Personnels de direction et administratifs,Personnels des services de soins,Personnels éducatifs et sociaux,Personnels médico-techniques,Personnels techniques et ouvriers,Points_ISA,stjr,Internes,Personnel médical,Personnel médical si LIB=0.1,Personnel médical si LIB=0.9
810,690782271,1.5,0.0,32.15,2.8200000000000003,44.94,171.56,4.52,19.77,25.94,131171.0133333333,1,27.240000000000002,36.47,35.269999999999996,37.67
811,690782925,0.0,0.0,17.5,3.0,50.5,308.7,2.8,4.86,75.8,42202.59999999999,1,18.0,20.5,20.5,20.5
812,690791082,0.0,0.0,3.42,1.55,5.42,33.93,1.61,,3.2,6497.09,2,0.0,4.97,4.97,4.97
813,690793468,75.5,30.5,0.0,1.91,61.01,285.2,,6.94,11.31,616855.6283333334,3,0.0,107.91,23.11,192.71
814,690805361,3.5,3.0,83.53,40.73,165.95,515.74,9.51,66.34,43.58,705140.2883333331,3,15.27,130.76,125.56,135.96
815,690807367,24.0,18.5,1.6,1.9300000000000002,29.98,153.75,,7.28,1.43,137421.93500000006,2,0.0,46.03,12.030000000000001,80.03
816,700004591,4.0,2.0,91.59666666666666,43.3,58.80666666666667,312.42,2.8266666666666667,35.995,41.68,740387.7333333333,1,47.0,140.89666666666665,136.09666666666666,145.69666666666666
817,700780026,0.5,0.0,16.02,3.14,25.4,114.46,1.96,13.57,14.68,39993.30999999999,1,8.790000000000001,19.66,19.26,20.06
818,700780174,1.0,6.0,0.0,1.0,12.91,44.68,,1.5,1.0,40677.22500000002,2,0.0,8.0,2.4,13.6
819,710006859,15.0,19.0,1.0,1.5,21.8,151.12,0.3,11.0,5.0,127542.80166666668,2,6.0,36.5,9.3,63.699999999999996
820,710780214,3.5,0.0,0.2,1.25,11.6,48.35,0.5,1.3,19.17,8416.853333333334,1,0.0,4.95,2.15,7.75
821,710780263,0.0,0.0,68.86,75.61000000000001,112.66499999999999,649.97,11.28,75.71,139.3,839275.513333334,1,160.68,144.47000000000003,144.47000000000003,144.47000000000003
822,710780644,4.5,2.5,36.765,14.14,51.895,225.69,6.675000000000001,19.35,53.06,442415.8183333333,1,33.3,57.905,52.305,63.505
823,710780917,21.0,21.5,2.0,2.21,32.38,204.79,1.29,6.88,9.63,169089.74166666664,2,15.0,46.71,12.71,80.71
824,710780958,4.5,3.0,123.79999999999998,45.699999999999996,236.81,1181.14,10.82,76.5,177.97,990597.5433333336,1,162.0,176.99999999999997,170.99999999999997,182.99999999999997
825,710781089,2.0,0.0,1.33,1.0,6.53,26.37,0.75,0.6,8.06,5098.133333333334,1,0.0,4.33,2.73,5.93
826,710781360,1.5,0.0,1.63,0.89,10.31,47.62,0.4,0.58,20.87,10104.853333333334,1,3.69,4.02,2.82,5.22
827,710781410,4.0,7.0,0.0,0.85,14.01,54.16,,1.0,7.31,59801.16000000002,2,0.0,11.85,3.0500000000000003,20.650000000000002
828,710781451,0.0,0.0,19.0,4.1,37.4,107.855,0.95,3.73,14.729999999999999,128045.50333333333,1,19.92,23.1,23.1,23.1
829,710781568,0.0,0.0,2.61,1.17,15.39,56.61,0.2,3.5,24.87,15550.033333333336,1,0.0,3.78,3.78,3.78
830,710781592,0.0,0.0,1.33,0.16,9.36,18.8,,1.55,12.97,5098.133333333334,1,0.0,1.49,1.49,1.49
831,710781824,11.5,6.5,4.41,1.59,27.58,156.7,1.13,3.0,12.04,63307.30000000002,2,3.0,24.0,9.6,38.400000000000006
832,710976705,2.5,0.5,39.64000000000001,15.190000000000001,95.49,387.84,3.4,38.49,66.7,217317.35833333328,1,21.240000000000002,57.83000000000001,55.43000000000001,60.230000000000004
833,710978347,0.0,0.0,34.63,17.629999999999995,82.83,351.79,1.18,3.95,9.06,425180.02833333326,3,30.0,52.26,52.26,52.26
834,720000025,0.0,0.0,169.18,95.41,248.76,1099.045,9.424999999999999,93.685,249.905,1796868.6483333348,1,490.14,264.59000000000003,264.59000000000003,264.59000000000003
835,720000066,0.0,0.0,8.55,3.7199999999999998,26.3,126.63,1.75,7.95,28.54,27034.47333333333,1,0.0,12.27,12.27,12.27
836,720000140,1.0,1.0,5.43,1.74,29.6,144.26,2.79,8.56,45.52,18898.53,1,0.0,9.17,7.57,10.77
837,720000199,18.0,16.0,2.0100000000000002,0.9199999999999999,32.49,243.79,1.0,10.25,41.26,251306.74499999988,2,0.0,36.93000000000001,9.73,64.13
838,720000231,6.0,6.5,0.0,3.2,14.76,93.11,0.2,4.03,4.08,44909.355,2,0.0,15.7,5.7,25.7
839,720000249,6.0,0.0,3.0,2.0,29.43,56.98,1.55,8.0,4.0,11634.486666666662,2,6.0,11.0,6.2,15.799999999999999
840,720000389,0.0,0.0,4.799999999999999,1.17,23.05,115.16,0.75,5.61,4.0,8994.733333333334,3,0.0,5.969999999999999,5.969999999999999,5.969999999999999
841,720006022,0.0,0.0,16.11,6.01,40.29,140.88,2.39,12.07,43.42,97928.72333333334,1,0.0,22.119999999999997,22.119999999999997,22.119999999999997
842,720016724,0.0,0.0,27.819999999999993,14.89,115.81,386.82,5.69,37.72,88.94,262084.12333333332,1,38.339999999999996,42.709999999999994,42.709999999999994,42.709999999999994
843,720017748,30.5,30.5,5.73,4.17,83.26,394.41,2.17,22.92,18.78,348379.6816666665,2,0.0,70.9,22.1,119.7
844,730000015,1.0,0.0,159.70666666666665,63.919999999999995,122.4225,544.6324999999999,8.1775,119.36999999999999,106.07750000000001,1687768.4633333343,1,102.87499999999999,224.62666666666664,223.82666666666663,225.42666666666665
845,730002839,1.0,2.0,38.24333333333333,15.575,36.416666666666664,130.8625,2.276666666666667,12.075000000000001,26.849999999999998,380474.3633333336,1,16.38,56.81833333333333,54.41833333333334,59.218333333333334
846,730004298,38.5,28.5,5.1000000000000005,3.3,49.64,300.19,1.0,6.0,28.2,218399.4216666664,2,0.0,75.39999999999999,21.8,129.0
847,730012499,7.0,9.0,0.0,1.11,15.29,60.59,,3.71,6.96,121394.71000000004,3,0.0,17.11,4.3100000000000005,29.909999999999997
848,730780103,0.5,2.5,30.04,12.760000000000002,57.81,207.89,2.5,14.71,41.04,102841.26333333337,1,2.0100000000000002,45.8,43.400000000000006,48.2
849,730780525,0.5,0.0,18.259999999999998,6.59,31.91,152.46,1.45,9.67,35.51,122243.42500000005,1,0.0,25.349999999999998,24.95,25.749999999999996
850,740001839,1.5,1.5,49.599999999999994,28.270000000000003,49.05500000000001,278.265,3.5700000000000003,21.545,76.6,448396.5333333332,1,67.19999999999999,80.87,78.47,83.27000000000001
851,740014345,28.5,32.0,2.5,0.0,52.45,249.27,0.5,28.02,19.21,172694.97166666653,2,0.0,63.0,14.6,111.4
852,740780192,0.0,0.0,4.17,1.0,11.8,53.91,0.6,3.37,6.8,12202.793333333337,3,0.0,5.17,5.17,5.17
853,740780416,26.0,16.0,0.0,0.0,32.93,141.05,0.46,7.55,6.1,135165.41999999998,2,0.0,42.0,8.4,75.60000000000001
854,740780424,34.0,21.0,1.02,2.6,37.77,241.57,0.5,8.84,6.5,165896.52666666664,2,0.0,58.620000000000005,14.62,102.62
855,740781133,2.5,1.5,138.77800000000002,63.31499999999999,129.8825,475.4500000000001,13.532499999999999,60.50666666666667,125.03999999999998,1857679.268333334,1,121.95,206.09300000000002,202.89300000000003,209.293
856,740781190,0.0,0.0,3.23,0.99,10.98,85.08,0.63,0.87,26.92,5098.133333333334,1,0.0,4.22,4.22,4.22
857,740781208,0.0,0.0,6.790000000000001,0.64,9.28,84.245,0.835,1.75,13.875,29925.095000000005,1,3.0,7.430000000000001,7.430000000000001,7.430000000000001
858,740790258,0.0,0.5,103.33000000000001,43.11,183.39,795.58,12.49,93.25,195.58,775005.2133333336,1,154.74,146.94,146.54000000000002,147.34000000000003
859,740790381,0.0,0.0,58.84500000000001,48.10999999999999,97.39,404.1,14.62,57.67,184.74,570943.7433333333,1,52.19,106.95500000000001,106.95500000000001,106.95500000000001
860,750000523,0.0,0.0,195.30999999999997,111.19,378.54,1262.49,12.62,152.36,115.51,1551944.8983333334,3,357.15999999999997,306.5,306.5,306.5
861,750000549,0.0,0.0,95.08,108.60000000000001,242.05,499.47,2.84,102.32,59.75,397596.475,3,255.84,203.68,203.68,203.68
862,750055287,0.0,0.0,14.33,4.4,43.56,157.09,2.0,8.0,13.7,23544.29,3,9.0,18.73,18.73,18.73
863,750110025,0.0,0.0,25.81,64.10000000000001,151.63,271.43,3.48,42.04,84.68,73608.03000000003,1,95.07000000000001,89.91000000000001,89.91000000000001,89.91000000000001
864,750150013,0.0,0.0,8.26,13.08,38.81,129.83,3.34,0.5,4.0,40609.115,3,6.449999999999999,21.34,21.34,21.34
865,750150104,0.0,0.0,131.51,83.41000000000001,226.24,709.01,10.71,114.27,52.0,983385.1883333336,3,94.11,214.92000000000002,214.92000000000002,214.92000000000002
866,750150146,0.0,0.0,9.629999999999999,1.0,24.83,122.7,2.51,0.5,7.65,82230.86333333333,3,27.630000000000003,10.629999999999999,10.629999999999999,10.629999999999999
867,750150187,0.0,0.0,17.36,0.86,18.8,120.79,1.26,1.0,2.72,5636.553333333334,3,2.0100000000000002,18.22,18.22,18.22
868,750150237,0.0,0.0,77.14999999999999,46.54,163.21,488.69,4.79,42.76,37.12,503006.0533333332,3,108.99,123.69,123.69,123.69
869,750150252,0.0,0.0,22.009999999999998,4.8100000000000005,33.02,207.08,16.15,3.71,17.93,4224.91,3,0.0,26.82,26.82,26.82
870,750150260,0.0,0.0,12.58,12.5,47.5,171.52,1.0,,12.08,29747.76333333333,3,2.4899999999999998,25.08,25.08,25.08
871,750150286,0.0,0.0,14.700000000000001,1.2,25.2,178.6,2.7,7.5,4.8,7996.753333333334,3,0.0,15.9,15.9,15.9
872,750150344,0.0,0.0,15.780000000000001,1.9900000000000002,38.77,157.97,2.55,3.94,25.55,5098.133333333334,3,3.75,17.770000000000003,17.770000000000003,17.770000000000003
873,750150377,0.5,0.0,5.699999999999999,3.39,,93.73,1.9,1.5,,10414.69,3,0.0,9.59,9.19,9.99
874,750160012,0.0,0.0,117.71,48.81,198.98,470.04,8.85,290.64,53.74,310241.4783333334,3,9.540000000000001,166.51999999999998,166.51999999999998,166.51999999999998
875,750300014,21.5,10.0,0.0,0.8,21.49,41.61,,0.8,2.59,20340.165000000005,2,0.0,32.3,7.1,57.49999999999999
876,750300071,27.5,65.5,1.1800000000000002,0.48,40.91,216.3,,1.0,8.8,129704.05999999995,2,0.0,94.66000000000001,20.26,169.05999999999997
877,750300089,12.0,10.0,0.0,0.8500000000000001,19.37,39.91,,5.66,2.0,55254.04000000002,2,0.0,22.85,5.25,40.449999999999996
878,750300097,0.0,2.0,5.48,7.16,6.55,22.38,,,3.2,34558.369999999995,3,9.0,14.64,13.040000000000001,16.240000000000002
879,750300121,26.0,40.0,0.04,0.0,38.84,88.82,,3.49,7.65,169385.48166666663,3,0.0,66.03999999999999,13.24,118.84
880,750300139,18.5,23.0,0.0,1.18,34.55,82.14,,11.09,3.89,56839.154999999984,2,0.0,42.68,9.48,75.88000000000001
881,750300154,50.0,39.0,0.0,2.4,52.36,222.07,,20.4,10.6,135552.055,2,0.0,91.4,20.2,162.6
882,750300360,50.5,31.0,8.530000000000001,7.9,76.06,178.48,1.0,28.0,5.6,110052.87666666668,2,0.0,97.93,32.730000000000004,163.13
883,750300410,7.5,13.5,3.0,1.0,19.4,55.98,1.0,1.5,4.0,38197.46,2,0.0,25.0,8.2,41.8
884,750300493,5.5,12.5,0.0,0.0,20.96,77.04,,2.97,1.96,55851.670000000006,2,0.0,18.0,3.6,32.4
885,750300550,7.5,32.0,0.0,0.5,10.5,34.1,,1.0,1.0,23914.390000000003,2,0.0,40.0,8.4,71.6
886,750300592,7.5,32.0,0.0,0.0,17.0,36.5,,2.5,1.0,46491.64,2,0.0,39.5,7.9,71.1
887,750300667,8.0,10.0,0.0,0.0,15.43,106.29,,1.0,4.08,32091.99,3,0.0,18.0,3.6,32.4
888,750300741,9.5,11.5,0.0,1.0,13.56,26.5,,1.0,1.2,31842.67000000001,2,0.0,22.0,5.199999999999999,38.8
889,750300766,20.5,22.0,5.29,2.5,49.28,178.59,,6.0,4.16,155376.22166666668,2,0.0,50.29,16.29,84.28999999999999
890,750300774,14.5,32.0,0.0,1.02,24.37,82.17,,3.5,2.96,68854.82,2,0.0,47.52,10.32,84.72
891,750300840,6.5,65.5,0.0,1.0,23.04,95.2,,2.0,3.47,41782.73,2,0.0,73.0,15.4,130.6
892,750300857,5.0,11.0,0.0,1.1,9.0,28.0,,,1.0,24919.75,2,0.0,17.1,4.300000000000001,29.900000000000002
893,750300881,20.0,26.0,0.0,0.0,26.72,64.08,,4.65,2.08,64504.68,2,0.0,46.0,9.2,82.80000000000001
894,750300915,25.5,28.0,0.0,2.6,47.27,118.38,,20.0,9.0,79857.20499999999,2,0.0,56.1,13.299999999999999,98.89999999999999
895,750300931,5.0,17.5,0.0,0.89,11.46,40.89,,,0.15,12523.73,2,0.0,23.39,5.39,41.39
896,750301137,22.0,22.5,4.24,1.57,48.92,121.38,,12.8,11.0,115615.47000000002,2,0.0,50.31,14.71,85.91
897,750301145,17.5,33.5,6.0,1.0,42.19,107.87,1.3,5.5,4.0,114170.84999999998,2,0.0,58.0,17.2,98.80000000000001
898,750301160,7.5,13.5,1.0,0.0,21.89,77.7,,3.02,5.72,69369.02000000002,2,12.0,22.0,5.2,38.8
899,750712184,0.0,0.0,283.2801427970464,162.14521350576257,215.91105263157897,1237.7297368421052,22.733157894736845,140.02657894736842,165.55736842105264,9116903.050000008,1,311.53912865497085,445.42535630280895,445.42535630280895,445.42535630280895
900,750790164,1.5,5.0,0.0,0.0,3.0,4.0,,,,1302.34,2,0.0,6.5,1.3,11.7
901,750810798,0.0,0.0,10.9,2.0,20.72,92.74,1.0,5.24,11.5,6417.44,1,6.0,12.9,12.9,12.9
902,760000166,0.0,0.0,51.03,26.689999999999998,127.45,296.93,4.8,135.44,29.05,330687.14833333343,3,135.0,77.72,77.72,77.72
903,760021329,38.0,21.5,2.09,2.75,59.46,402.43,3.89,15.48,16.94,259737.52166666664,2,4.199999999999999,64.34,16.74,111.94
904,760024042,0.0,0.0,69.27499999999999,26.224999999999998,110.33,482.44,9.205,40.665,76.245,722762.0933333333,1,96.0,95.49999999999999,95.49999999999999,95.49999999999999
905,760025312,33.0,38.5,0.0,2.0,63.25,364.94,0.23,20.27,13.68,177368.72666666663,2,0.0,73.5,16.3,130.7
906,760027292,11.0,12.5,2.0,1.0,17.64,86.03,0.3,1.0,6.6,71784.44166666665,2,0.0,26.5,7.7,45.3
907,760780023,3.5,0.0,73.81,43.47,80.0,369.67,13.21,31.085,56.035,566145.0583333331,1,189.51000000000002,120.78,117.98,123.58
908,760780056,7.5,0.0,1.0,1.62,16.96,75.95,1.86,7.29,18.25,10395.095,1,0.0,10.120000000000001,4.12,16.12
909,760780064,0.0,0.0,2.3,0.56,7.24,46.23,1.53,4.73,15.51,11110.46,1,0.0,2.86,2.86,2.86
910,760780205,20.0,6.5,0.0,0.5,8.84,35.98,,,3.4,31675.09500000001,2,0.0,27.0,5.8,48.2
911,760780239,0.0,0.0,219.27416666666667,157.15,146.036,1005.9799999999998,10.846,118.5475,222.32799999999997,3091538.028333338,1,706.4066666666666,376.4241666666667,376.4241666666667,376.4241666666667
912,760780254,0.0,0.0,2.0,1.34,4.64,41.7,0.8,0.43,4.85,3318.72,1,3.0,3.34,3.34,3.34
913,760780262,0.0,0.0,15.04,12.969999999999999,32.18,215.27,0.86,2.86,16.28,73599.84500000002,1,28.53,28.009999999999998,28.009999999999998,28.009999999999998
914,760780510,29.0,11.5,0.0,1.82,40.23,207.26,,3.59,19.18,155309.795,2,0.0,42.32,9.92,74.71999999999998
915,760780619,24.5,17.0,1.38,3.0,50.19,304.22,,15.29,28.0,194667.50666666668,2,0.0,45.879999999999995,12.68,79.08
916,760780668,5.5,9.5,0.0,0.0,7.42,37.93,,1.39,,22373.580000000005,2,0.0,15.0,3.0,27.0
917,760780726,0.0,0.0,130.92499999999998,78.25500000000001,119.07666666666665,910.6966666666667,24.263333333333332,86.64500000000001,169.13333333333333,1219933.2933333332,1,152.785,209.18,209.18,209.18
918,760780734,0.0,0.0,39.14500000000001,7.720000000000001,29.069999999999997,186.54500000000002,2.52,8.02,48.205,200719.63333333333,1,18.88,46.86500000000001,46.86500000000001,46.86500000000001
919,760780742,0.0,0.0,16.0,6.92,24.34,104.925,3.14,17.63,13.105,106341.07333333336,1,16.71,22.92,22.92,22.92
920,760780783,3.0,4.5,0.0,0.75,11.1,33.98,,,2.0,28601.470000000005,2,0.0,8.25,2.25,14.25
921,760780791,19.5,11.5,0.0,2.0,41.46,167.5,1.94,8.13,31.12,113355.24166666673,2,0.0,33.0,8.2,57.8
922,760780825,2.0,4.5,0.0,1.0,11.4,45.34,,3.0,5.0,45861.935000000005,2,0.0,7.5,2.3,12.7
923,760783159,5.0,2.5,0.0,1.5699999999999998,9.0,32.81,1.2,,4.16,9145.645,2,0.0,9.07,3.07,15.07
924,760921809,39.0,17.0,2.5,3.0,56.5,323.85,0.82,9.48,10.1,224940.38166666657,2,0.0,61.5,16.700000000000003,106.3
925,770020477,0.0,0.0,45.12,7.28,70.8,321.92,5.0,23.0,26.0,122991.50333333334,3,0.0,52.4,52.4,52.4
926,770021145,0.0,0.0,128.89966666666663,82.24166666666669,102.13799999999999,651.216,16.926000000000002,79.81333333333333,151.65333333333334,1679703.7433333346,1,121.3725,211.1413333333333,211.1413333333333,211.1413333333333
927,770021152,0.0,0.0,75.91666666666666,12.779999999999998,84.78666666666666,481.1566666666667,8.183333333333332,40.17333333333333,41.76,631327.0633333331,1,43.92,88.69666666666666,88.69666666666666,88.69666666666666
928,770110054,1.0,1.0,124.47999999999999,59.91,123.915,619.3050000000001,30.21,45.46,84.425,658214.668333333,1,99.315,186.39,184.79,187.98999999999998
929,770110070,2.0,3.5,53.480000000000004,20.48,105.48,499.74,5.2,40.31,72.26,290258.9633333334,1,22.740000000000002,79.46000000000001,75.06,83.86
930,770300010,16.5,11.5,0.0,1.0,36.0,144.58,,7.0,2.8,100283.97499999996,2,0.0,29.0,6.6,51.4
931,770300135,27.0,14.0,2.44,3.09,32.69,124.89,0.5,15.3,2.5,145596.84999999998,2,0.0,46.53,13.73,79.33
932,770300143,10.0,20.0,0.0,1.0,31.15,142.89,,2.85,14.92,129952.18166666669,2,0.0,31.0,7.0,55.0
933,770300192,4.5,8.5,0.0,1.1199999999999999,13.33,28.24,,0.74,2.0,22399.01,2,0.0,14.12,3.7199999999999998,24.52
934,770300275,8.0,15.0,0.0,0.0,6.94,58.09,,1.9,1.5,17844.209999999995,2,0.0,23.0,4.6,41.4
935,770790707,18.5,12.5,0.0,1.0,21.81,155.17,,9.8,5.0,92628.4,2,0.0,32.0,7.2,56.800000000000004
936,770813400,8.0,13.0,1.0,0.0,19.0,72.5,,3.8,1.0,68173.68666666668,2,0.0,22.0,5.2,38.800000000000004
937,780001236,0.0,0.0,125.42500000000001,61.029999999999994,160.045,932.8,15.940000000000001,94.35,125.535,1008724.3133333328,1,166.135,186.455,186.455,186.455
938,780002697,0.0,0.0,42.44666666666667,39.989999999999995,44.10333333333333,251.0,7.546666666666666,18.54,45.94,241751.54333333336,1,69.39,82.43666666666667,82.43666666666667,82.43666666666667
939,780018727,8.5,17.0,3.13,1.63,19.66,108.36,,,2.0,59043.455,2,0.0,30.259999999999998,9.86,50.660000000000004
940,780021788,0.0,0.0,3.4,0.8,10.05,36.59,1.0,1.4,11.04,10852.68,1,0.0,4.2,4.2,4.2
941,780022737,3.0,,2.79,,4.71,39.23,0.3,0.4,1.2,25859.936666666665,2,0.0,,,
942,780024113,0.0,0.0,19.07,40.205000000000005,68.24,337.03,21.55,5.88,56.64,59672.35,1,17.82,59.275000000000006,59.275000000000006,59.275000000000006
943,780110011,0.0,0.0,100.11999999999999,65.60000000000001,165.86,998.25,21.77,78.52,168.76,498729.8633333332,1,142.2,165.72,165.72,165.72
944,780110052,4.5,0.0,68.55,26.069999999999997,120.19,503.78,5.19,47.85,66.09,353981.0033333334,1,69.42,99.11999999999999,95.52,102.71999999999998
945,780110078,0.0,0.0,241.33499999999998,124.86,154.95,848.265,11.66,157.72,119.71,1135086.1483333337,1,272.8,366.195,366.195,366.195
946,780130027,0.0,0.0,4.73,0.14,8.81,84.68,0.88,0.95,4.58,5098.133333333334,1,0.99,4.87,4.87,4.87
947,780150033,0.0,0.0,4.3,1.13,7.33,67.38,1.1,0.8,3.8,5098.133333333334,3,0.0,5.43,5.43,5.43
948,780150066,0.0,0.0,30.73,2.51,35.88,259.84,4.67,14.55,25.9,211559.46333333335,3,6.540000000000001,33.24,33.24,33.24
949,780300075,10.0,0.0,1.2,1.0,40.1,194.41,2.0,7.08,21.67,61384.6,2,0.0,12.2,4.2,20.2
950,780300125,8.5,8.0,0.0,0.8,19.3,86.6,,7.5,3.0,70674.54499999998,2,0.0,17.3,4.1,30.5
951,780300208,15.0,14.0,1.0,1.7,29.96,113.71,1.75,7.46,4.44,71285.655,2,0.0,31.7,8.5,54.900000000000006
952,780300323,19.0,20.5,0.0,0.0,27.83,180.64,0.88,7.99,3.59,136678.82499999995,2,3.0,39.5,7.8999999999999995,71.1
953,780300406,42.5,30.0,0.0,2.3,33.94,220.5,,22.82,7.93,286363.68500000006,2,0.0,74.8,16.8,132.8
954,780300414,28.0,19.0,1.25,3.0,49.47,269.41,1.8,8.19,11.24,203307.5216666666,2,0.0,51.25,13.649999999999999,88.85
955,780300422,38.5,23.0,0.0,0.0,53.52,328.31,,22.69,18.69,179191.91666666654,2,0.0,61.5,12.3,110.69999999999999
956,780300455,16.0,12.5,1.35,1.0,34.7,56.6,,13.1,9.5,57923.41499999998,2,0.0,30.85,8.05,53.650000000000006
957,780630026,0.0,0.0,5.29,0.53,11.48,60.83,7.97,0.9,11.48,7500.639999999999,3,0.0,5.82,5.82,5.82
958,790000012,3.5,1.0,142.57,74.50500000000001,173.17999999999998,950.09,23.48,69.335,141.9,1045843.363333334,1,235.20000000000002,221.575,217.97499999999997,225.175
959,790006654,0.0,0.0,21.706666666666667,20.53,42.2925,199.20499999999998,7.83,32.01,62.985,350598.6983333333,1,33.33,42.236666666666665,42.236666666666665,42.236666666666665
960,790009948,12.5,16.0,2.2,2.2,47.91,195.05,0.41,4.36,12.56,143150.8549999999,2,0.0,32.9,10.100000000000001,55.7
961,790019491,0.0,0.0,3.8600000000000003,2.325,16.95,80.72,1.4,3.87,60.55,29399.68333333333,1,0.44999999999999996,6.1850000000000005,6.1850000000000005,6.1850000000000005
962,800000028,0.0,0.0,79.165,45.76,50.343333333333334,265.27,9.52,57.93,114.07,554807.548333333,1,62.083333333333336,124.92500000000001,124.92500000000001,124.92500000000001
963,800000036,2.5,0.0,6.06,1.0,8.915000000000001,36.395,0.85,2.5,19.39,9459.598333333335,1,2.0999999999999996,9.559999999999999,7.56,11.559999999999999
964,800000044,0.0,0.0,217.77999999999994,146.39500000000004,194.815,1073.0933333333332,10.86,125.00333333333333,256.68333333333334,2862442.6433333345,1,676.83,364.17499999999995,364.17499999999995,364.17499999999995
965,800000069,0.0,0.0,24.020000000000007,6.58,43.64,221.53,3.26,15.53,31.52,67888.23833333333,1,28.17,30.60000000000001,30.60000000000001,30.60000000000001
966,800000077,0.0,0.0,14.659999999999998,2.1950000000000003,21.65,71.985,6.36,4.15,32.6,9574.875000000002,1,0.0,16.854999999999997,16.854999999999997,16.854999999999997
967,800000085,0.0,0.0,16.79,5.5600000000000005,15.535,61.395,1.495,17.53,17.479999999999997,46472.38833333332,1,8.424999999999999,22.35,22.35,22.35
968,800000093,0.0,0.0,21.97,16.279999999999998,14.91,64.5775,3.1333333333333333,9.25,41.54,104918.09333333332,1,13.47,38.25,38.25,38.25
969,800002503,10.0,10.0,0.0,1.0,28.63,109.26,,,17.53,70867.35499999998,2,0.0,21.0,5.0,37.0
970,800009466,14.0,11.5,0.0,3.0,34.1,114.95,,4.44,19.27,126027.16,2,0.0,28.5,8.1,48.9
971,800009920,40.5,33.5,3.15,2.99,68.23,301.58,0.8,6.55,9.89,222900.6216666666,2,0.0,80.14,20.939999999999998,139.34
972,800013179,66.0,20.0,1.5899999999999999,1.61,11.3,52.68,,6.3,1.5,23986.21666666667,2,0.0,89.2,20.4,158.0
973,800015729,38.5,12.0,0.0,0.6,19.64,70.98,0.08,12.01,1.5,66458.5,2,0.0,51.1,10.7,91.49999999999999
974,800018491,4.0,3.5,0.0,0.5,2.2,4.17,,,,4113.4800000000005,2,0.0,8.0,2.0,14.0
975,810000224,31.0,12.5,2.35,2.8,44.05,454.3,1.6,10.5,12.2,232760.15166666664,2,0.0,48.65,13.850000000000001,83.45
976,810000331,0.0,0.0,76.32000000000001,30.240000000000002,146.74,641.21,5.46,63.42,81.22,398625.5283333334,1,75.0,106.56,106.56,106.56
977,810000349,0.0,0.0,4.76,1.5,15.87,106.35,1.97,3.77,36.95,21079.353333333333,1,0.0,6.26,6.26,6.26
978,810000380,6.5,2.5,82.11749999999999,48.15,44.974999999999994,243.25000000000003,2.895,17.773333333333333,56.93333333333333,607060.3483333329,1,97.77000000000001,139.26749999999998,132.0675,146.4675
979,810000398,1.0,0.0,0.14,0.5,11.02,33.72,1.82,2.8,7.6,5098.133333333334,1,0.0,1.6400000000000001,0.8400000000000001,2.44
980,810000448,0.5,0.0,3.81,1.0,12.85,73.12,0.8,2.0,5.5,11719.553333333331,3,0.0,5.3100000000000005,4.91,5.71
981,810000455,0.0,0.0,27.330000000000002,27.710000000000004,80.99,544.9,37.5,25.74,91.81,74702.84333333332,1,17.49,55.040000000000006,55.040000000000006,55.040000000000006
982,810101170,11.0,10.5,2.81,0.0,33.13,158.63,1.7,8.07,5.86,102096.75999999998,2,0.0,24.310000000000002,7.109999999999999,41.510000000000005
983,810101444,16.5,9.5,0.0,1.2,27.78,134.77,0.07,10.77,16.87,120982.82,2,0.0,27.2,6.3999999999999995,48.0
984,820000016,0.0,0.0,95.36,46.015,80.045,590.075,21.72,59.01,168.98,447386.8833333331,1,125.33999999999999,141.375,141.375,141.375
985,820000040,16.0,8.0,2.0,1.21,19.88,108.29,,2.13,8.88,100775.02499999998,2,0.0,27.21,8.010000000000002,46.410000000000004
986,820000057,45.0,19.0,2.15,3.01,47.76,415.35,0.97,9.31,19.46,265784.69666666666,2,0.0,69.16000000000001,17.96,120.36
987,820000065,6.5,20.5,0.0,1.34,12.75,21.33,,,1.0,24541.149999999998,2,0.0,28.34,6.739999999999999,49.940000000000005
988,820004950,0.0,0.0,21.915,5.890000000000001,23.79,68.69666666666667,1.485,10.955,14.703333333333331,98941.10333333332,1,0.0,27.805,27.805,27.805
989,830100103,24.0,16.0,9.17,1.6600000000000001,39.84,201.71,,9.09,18.01,114975.9866666667,2,0.0,50.83,18.83,82.83
990,830100251,17.0,14.0,2.99,1.13,21.87,99.95,1.0,6.36,3.51,93442.17166666668,2,0.0,35.120000000000005,10.32,59.919999999999995
991,830100319,38.5,11.5,0.2,2.39,35.78,218.72,,4.24,6.57,219854.7750000001,2,0.0,52.59,12.59,92.59
992,830100327,10.5,17.5,0.0,1.0,12.6,57.0,,1.0,3.5,65315.64499999998,2,0.0,29.0,6.6,51.400000000000006
993,830100368,10.5,12.0,0.0,1.46,10.21,62.13,,1.66,2.56,80663.505,2,0.0,23.96,5.96,41.96
994,830100392,24.5,13.0,3.0,1.8,27.64,136.54,0.92,5.37,9.59,112358.83666666664,2,0.0,42.3,12.3,72.3
995,830100418,10.5,12.0,0.0,1.05,7.48,37.71,,4.0,5.0,41573.64000000001,2,0.0,23.55,5.55,41.55
